variant,estimator_family,basis,features,feature_count,q_model_kind,alpha_model_kind,beta_model_kind,drift_model_kind,closed_form,description,holdout_family,mean_train_auc,mean_test_auc,generalization_gap,q_train_auc,q_test_auc,alpha_train_auc,alpha_test_auc,beta_train_auc,beta_test_auc,drift_train_auc,drift_test_auc,mean_brier,mean_ece,boundary_within_one,mean_oracle_gap,mean_stop_utility
hazard_quadratic_combo_entropymean_entropystd_answerchanged_thoughttokencount,hazard,quadratic,"entropy_mean, entropy_std, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 0.5B,0.6704188407719759,0.6195597474042345,0.050859093367741415,0.689837345236952,0.5375734223531448,0.6062942309688449,0.6692775209724363,0.7151249461101312,0.6518282988871225,,,0.22720709119880653,0.4411143006327916,0.6611111111111111,0.09083333333333335,-0.0024444444444444565
hazard_quadratic_combo_entropymean_entropystd_answerchanged_thoughttokencount,hazard,quadratic,"entropy_mean, entropy_std, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 7B,0.6696325284396397,0.6950856239820605,-0.02545309554242081,0.6625703454296062,0.7313037577616641,0.6413822583696744,0.5740080584091786,0.7049449815196386,0.7799450557753391,,,0.2327583493511476,0.2577661101834862,0.38222222222222224,0.4747222222222222,0.28588888888888886
hazard_quadratic_combo_entropymean_confidence_hiddenl2shift_answerchanged,hazard,quadratic,"entropy_mean, confidence, hidden_l2_shift, answer_changed",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,DeepSeek 1.5B,0.8148767727283982,0.5803719447700288,0.23450482795836936,0.7447112551070547,0.6356952548314319,0.816884554138784,0.5260989147133158,0.883034508939356,0.579321664765339,,,0.1749032326756347,0.18608421918691975,0.39,0.4449444444444445,0.1713333333333333
hazard_quadratic_combo_entropymean_confidence_hiddenl2shift_answerchanged,hazard,quadratic,"entropy_mean, confidence, hidden_l2_shift, answer_changed",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Mistral 7B,0.7636247907598969,0.5895477909219485,0.17407699983794833,0.7387391434470225,0.591112540449575,0.7234058612780767,0.693076853612972,0.8287293675545916,0.4844539787032985,,,0.20093499044608387,0.28470671290190797,0.31666666666666665,0.2651666666666667,0.17327777777777775
hazard_quadratic_combo_entropymean_confidence_hiddenl2shift_answerchanged,hazard,quadratic,"entropy_mean, confidence, hidden_l2_shift, answer_changed",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 0.5B,0.7151389789047399,0.6043125938858326,0.11082638501890729,0.727800479901058,0.5398360842537064,0.6424124591647196,0.6810508229999755,0.7752039976484421,0.5920508744038155,,,0.21594898958253825,0.4151216799068808,0.64,0.1107777777777778,-0.022388888888888903
hazard_quadratic_combo_entropymean_confidence_hiddenl2shift_answerchanged,hazard,quadratic,"entropy_mean, confidence, hidden_l2_shift, answer_changed",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 7B,0.6959295662594354,0.700362818825111,-0.004433252565675616,0.6634874640184207,0.756725589936923,0.6862629285569712,0.5316105477289288,0.7380383062029139,0.8127523188094814,,,0.22828142268973087,0.26909095675523814,0.38222222222222224,0.4513888888888889,0.30922222222222223
hazard_quadratic_combo_entropymean_confidence_hiddenl2shift_thoughttokencount,hazard,quadratic,"entropy_mean, confidence, hidden_l2_shift, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,DeepSeek 1.5B,0.8125999887947576,0.5120798342494916,0.30052015454526604,0.7252108714672981,0.5280635678993701,0.8303626501761417,0.5024001532438521,0.8822264447408328,0.5057757816052525,,,0.1709228017438047,0.1630177474865713,0.41333333333333333,0.46377777777777773,0.1525
hazard_quadratic_combo_entropymean_confidence_hiddenl2shift_thoughttokencount,hazard,quadratic,"entropy_mean, confidence, hidden_l2_shift, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Mistral 7B,0.7494549450967911,0.5491302250581918,0.20032472003859936,0.6978362250283485,0.5449632527516226,0.7340295069974689,0.6583970628904906,0.816499103264556,0.44403035953246195,,,0.20316758859062714,0.2999278514481719,0.35333333333333333,0.2487777777777778,0.18966666666666665
hazard_quadratic_combo_entropymean_confidence_hiddenl2shift_thoughttokencount,hazard,quadratic,"entropy_mean, confidence, hidden_l2_shift, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 0.5B,0.7189226234458994,0.5947977266510202,0.12412489679487926,0.7076122937612119,0.5444881009153791,0.6767943772819537,0.6154217722014332,0.7723611992945326,0.6244833068362481,,,0.21449086244629942,0.4333743482371127,0.6566666666666666,0.10800000000000001,-0.019611111111111124
hazard_quadratic_combo_entropymean_confidence_hiddenl2shift_thoughttokencount,hazard,quadratic,"entropy_mean, confidence, hidden_l2_shift, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 7B,0.6423451862278696,0.7860431872355225,-0.14369800100765284,0.5762332822857131,0.8063640663489057,0.6755956763123088,0.6343918776522025,0.6752066000855868,0.9173736177054591,,,0.23791440494144278,0.30769076371245224,0.3288888888888889,0.2292777777777778,0.5313333333333332
hazard_quadratic_combo_entropymean_confidence_answerchanged_thoughttokencount,hazard,quadratic,"entropy_mean, confidence, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,DeepSeek 1.5B,0.7993394197194134,0.5469330219142089,0.25240639780520446,0.7268388628549189,0.6359442667313451,0.8289442629184247,0.5243799723246177,0.8422351333848968,0.48047482668666386,,,0.180927345572765,0.17518970497391775,0.42444444444444446,0.433388888888889,0.18288888888888888
hazard_quadratic_combo_entropymean_confidence_answerchanged_thoughttokencount,hazard,quadratic,"entropy_mean, confidence, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Mistral 7B,0.7556470942147534,0.5917541648477398,0.1638929293670136,0.729554783953456,0.5683422765896585,0.716754893862419,0.6916461132965723,0.820631604828385,0.5152741046569886,,,0.20146780539726206,0.28859536638392547,0.30444444444444446,0.2792222222222222,0.1592222222222222
hazard_quadratic_combo_entropymean_confidence_answerchanged_thoughttokencount,hazard,quadratic,"entropy_mean, confidence, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 0.5B,0.7170460413938686,0.6019276243933022,0.11511841700056646,0.7267417109161106,0.5422566691003625,0.6748986276491911,0.5947397705872282,0.7494977856163041,0.6687864334923159,,,0.21565950355483562,0.42813871162359735,0.7377777777777778,0.09455555555555556,-0.00616666666666668
hazard_quadratic_combo_entropymean_confidence_answerchanged_thoughttokencount,hazard,quadratic,"entropy_mean, confidence, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 7B,0.6751962219750842,0.7586480755866907,-0.08345185361160645,0.6658536141869803,0.7835563588572207,0.6566561907742479,0.6681703999914272,0.7030788609640246,0.8242174679114243,,,0.23153803463610165,0.29803409717385415,0.3711111111111111,0.33894444444444444,0.4216666666666667
hazard_quadratic_combo_entropymean_hiddenl2shift_answerchanged_thoughttokencount,hazard,quadratic,"entropy_mean, hidden_l2_shift, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,DeepSeek 1.5B,0.7810076073080174,0.5783944187495065,0.20261318855851096,0.7134845933194676,0.6368731036944494,0.761381297076378,0.5206729577969481,0.8681569315282067,0.577637194757122,,,0.1896740052583145,0.20601949134249142,0.38555555555555554,0.43833333333333335,0.17794444444444443
hazard_quadratic_combo_entropymean_hiddenl2shift_answerchanged_thoughttokencount,hazard,quadratic,"entropy_mean, hidden_l2_shift, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Mistral 7B,0.6952829909494628,0.7165947295900112,-0.021311738640548472,0.6982537859271785,0.6506411650433465,0.6505137344829792,0.7089033248486012,0.7370814524382308,0.7902396988780863,,,0.2230579532738214,0.3115048493189121,0.27666666666666667,0.28833333333333333,0.15011111111111108
hazard_quadratic_combo_entropymean_hiddenl2shift_answerchanged_thoughttokencount,hazard,quadratic,"entropy_mean, hidden_l2_shift, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 0.5B,0.6886143518307097,0.5911882208283891,0.09742613100232067,0.6974658365768774,0.5291178344889872,0.6076603856799001,0.6457186880915694,0.7607168332353518,0.5987281399046105,,,0.2214119131405623,0.43019062565912164,0.5366666666666666,0.10155555555555557,-0.01316666666666668
hazard_quadratic_combo_entropymean_hiddenl2shift_answerchanged_thoughttokencount,hazard,quadratic,"entropy_mean, hidden_l2_shift, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 7B,0.6957731459095386,0.7052607133879497,-0.009487567478411063,0.6638089836227822,0.7574901840096162,0.6883761231223313,0.5528353116203976,0.7351343309835023,0.8054566445338355,,,0.2285690720827481,0.255166865136442,0.39555555555555555,0.4866666666666667,0.27394444444444443
hazard_quadratic_combo_entropystd_confidence_hiddenl2shift_answerchanged,hazard,quadratic,"entropy_std, confidence, hidden_l2_shift, answer_changed",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,DeepSeek 1.5B,0.8135369925461594,0.575529757559168,0.2380072349869914,0.7394848345000786,0.6293699193502871,0.8191247302187106,0.5136914995406496,0.8820014129196889,0.5835278537865674,,,0.17580567070360478,0.18236337144803338,0.3933333333333333,0.4460555555555556,0.17022222222222225
hazard_quadratic_combo_entropystd_confidence_hiddenl2shift_answerchanged,hazard,quadratic,"entropy_std, confidence, hidden_l2_shift, answer_changed",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Mistral 7B,0.7593277054624258,0.5854778519645741,0.17384985349785165,0.7329490138506078,0.5938995313931239,0.7197247282247483,0.6922014775850683,0.8253093743119211,0.4703325469155299,,,0.2016905035733266,0.2846402265500861,0.3433333333333333,0.25072222222222224,0.1877222222222222
hazard_quadratic_combo_entropystd_confidence_hiddenl2shift_answerchanged,hazard,quadratic,"entropy_std, confidence, hidden_l2_shift, answer_changed",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 0.5B,0.7127789633257732,0.5980177806376338,0.1147611826881394,0.7250556735845437,0.5440420171259037,0.6398069463555429,0.6434930417981265,0.7734742700372329,0.6065182829888711,,,0.21659342499816003,0.41409359500902626,0.6388888888888888,0.11194444444444446,-0.02355555555555557
hazard_quadratic_combo_entropystd_confidence_hiddenl2shift_answerchanged,hazard,quadratic,"entropy_std, confidence, hidden_l2_shift, answer_changed",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 7B,0.6938383661288183,0.6914497616295155,0.002388604499302782,0.6594136510737789,0.7432426255519722,0.68480831390533,0.532188317092686,0.7372931334073463,0.7989183422438885,,,0.22835449380732886,0.2648834830899582,0.4,0.4636111111111111,0.29699999999999993
hazard_quadratic_combo_entropystd_confidence_hiddenl2shift_thoughttokencount,hazard,quadratic,"entropy_std, confidence, hidden_l2_shift, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,DeepSeek 1.5B,0.813009222485206,0.5077259953119388,0.30528322717326717,0.7210677790031452,0.5225487872034364,0.8336613645069352,0.49162009629203246,0.8842985239455377,0.5090091024403475,,,0.17100061401764208,0.16378874845354088,0.44,0.45922222222222225,0.15705555555555556
hazard_quadratic_combo_entropystd_confidence_hiddenl2shift_thoughttokencount,hazard,quadratic,"entropy_std, confidence, hidden_l2_shift, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Mistral 7B,0.7483560502172133,0.5430686903037701,0.20528735991344316,0.6949867578726154,0.5467190050689074,0.7338784772271965,0.6447068252239235,0.8162029155518279,0.43778024061847953,,,0.20350218271671813,0.29837807308296277,0.35777777777777775,0.2468888888888889,0.19155555555555556
hazard_quadratic_combo_entropystd_confidence_hiddenl2shift_thoughttokencount,hazard,quadratic,"entropy_std, confidence, hidden_l2_shift, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 0.5B,0.7177688970568975,0.5809064427290979,0.13686245432779964,0.7048274670263825,0.54697899565733,0.6747442447204416,0.5782522562183579,0.7737349794238683,0.6174880763116057,,,0.21508412937845875,0.4322005389190915,0.6588888888888889,0.10800000000000001,-0.019611111111111124
hazard_quadratic_combo_entropystd_confidence_hiddenl2shift_thoughttokencount,hazard,quadratic,"entropy_std, confidence, hidden_l2_shift, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 7B,0.6471410495574917,0.7808461249457319,-0.13370507538824017,0.5800838156013266,0.7986214098953255,0.6836766800009111,0.6259298336167112,0.6776626530702377,0.9179871313251591,,,0.23752504263920293,0.3021815418008979,0.33,0.2228888888888889,0.5377222222222221
hazard_quadratic_combo_entropystd_confidence_answerchanged_thoughttokencount,hazard,quadratic,"entropy_std, confidence, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,DeepSeek 1.5B,0.8005663325498676,0.5440146008047537,0.2565517317451139,0.7245328547326868,0.6306111652640298,0.8316603846601669,0.51530408612152,0.8455057582567495,0.4861285510287114,,,0.18065257005377452,0.17606921884838864,0.4311111111111111,0.4236666666666667,0.1926111111111111
hazard_quadratic_combo_entropystd_confidence_answerchanged_thoughttokencount,hazard,quadratic,"entropy_std, confidence, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Mistral 7B,0.7523859525532752,0.5919404654214774,0.16044548713179785,0.7251528343207277,0.5721188348228272,0.7140343212889934,0.68149180781235,0.8179707020501046,0.5222107536292547,,,0.20201363327476174,0.28901877649394053,0.3388888888888889,0.2587777777777778,0.17966666666666664
hazard_quadratic_combo_entropystd_confidence_answerchanged_thoughttokencount,hazard,quadratic,"entropy_std, confidence, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 0.5B,0.7171357748302348,0.5807540172342868,0.13638175759594806,0.7257627706967614,0.543554152546307,0.6742480027455398,0.5387714921613227,0.7513965510484029,0.6599364069952306,,,0.2160074009517358,0.4272331380997179,0.7188888888888889,0.09750000000000002,-0.009111111111111125
hazard_quadratic_combo_entropystd_confidence_answerchanged_thoughttokencount,hazard,quadratic,"entropy_std, confidence, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 7B,0.673831288432606,0.7564828139811723,-0.08265152554856636,0.6642478449723239,0.7754511571706236,0.6516687507893836,0.6649578415893926,0.7055772695361102,0.829039443183501,,,0.2315361098399494,0.29504392161239795,0.3622222222222222,0.33477777777777773,0.4258333333333333
hazard_quadratic_combo_entropystd_hiddenl2shift_answerchanged_thoughttokencount,hazard,quadratic,"entropy_std, hidden_l2_shift, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,DeepSeek 1.5B,0.7794489240590226,0.5759949709469457,0.2034539531120768,0.7100249625367304,0.634082504641134,0.7659117665422265,0.5101336309262867,0.8624100430981105,0.5837687772734164,,,0.191044743005931,0.2051908699316448,0.39222222222222225,0.4365,0.1797777777777778
hazard_quadratic_combo_entropystd_hiddenl2shift_answerchanged_thoughttokencount,hazard,quadratic,"entropy_std, hidden_l2_shift, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Mistral 7B,0.6923285121331069,0.718158531405089,-0.02583001927198214,0.6908437035471818,0.6488428153597141,0.6497349458865694,0.7060559540808552,0.7364068869655692,0.7995768247746976,,,0.22408925823609716,0.31382134385615384,0.28888888888888886,0.2863888888888889,0.15205555555555553
hazard_quadratic_combo_entropystd_hiddenl2shift_answerchanged_thoughttokencount,hazard,quadratic,"entropy_std, hidden_l2_shift, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 0.5B,0.6854828025319724,0.5880067896106623,0.09747601292131003,0.6924389309797918,0.5406872306932657,0.6053021279976654,0.637323599188006,0.7587073486184599,0.5860095389507154,,,0.2226001367198436,0.4290866051154089,0.5422222222222223,0.1048888888888889,-0.01650000000000001
hazard_quadratic_combo_entropystd_hiddenl2shift_answerchanged_thoughttokencount,hazard,quadratic,"entropy_std, hidden_l2_shift, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 7B,0.6937594123969603,0.6907659855779201,0.0029934268190401347,0.6599620273572793,0.7398608796994093,0.686750300351585,0.5334594989926988,0.7345659094820168,0.7989775780416525,,,0.22851973227293856,0.2506922780515966,0.4088888888888889,0.49011111111111116,0.2705
hazard_quadratic_combo_confidence_hiddenl2shift_answerchanged_thoughttokencount,hazard,quadratic,"confidence, hidden_l2_shift, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,DeepSeek 1.5B,0.8137856194352211,0.5608242090760948,0.25296141035912634,0.7407580901477606,0.6046529713172583,0.8320159306659977,0.5254263762403413,0.8685828374919051,0.5523932796706847,,,0.17307749362171984,0.16386998336902114,0.4077777777777778,0.43222222222222223,0.18405555555555556
hazard_quadratic_combo_confidence_hiddenl2shift_answerchanged_thoughttokencount,hazard,quadratic,"confidence, hidden_l2_shift, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Mistral 7B,0.7561291458295486,0.5475858575801963,0.2085432882493523,0.7297540053096475,0.5753148321759356,0.7167232117298814,0.6827179550854775,0.8219102204491171,0.3847247854791758,,,0.20314900168469574,0.2995407463058403,0.3211111111111111,0.2608888888888889,0.17755555555555555
hazard_quadratic_combo_confidence_hiddenl2shift_answerchanged_thoughttokencount,hazard,quadratic,"confidence, hidden_l2_shift, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 0.5B,0.7226391351698158,0.5831354541962278,0.139503680973588,0.7249551228645434,0.5248027651286553,0.6706576775106691,0.6034589233741776,0.7723046051342349,0.6211446740858506,,,0.21377898348269364,0.42036126208626373,0.7155555555555555,0.10444444444444446,-0.016055555555555573
hazard_quadratic_combo_confidence_hiddenl2shift_answerchanged_thoughttokencount,hazard,quadratic,"confidence, hidden_l2_shift, answer_changed, thought_token_count",4,logistic,logistic,logistic,,True,Quadratic hazard equation over a 4-of-6 observable subset.,Qwen 7B,0.6927990567235142,0.7285188964441108,-0.03571983972059667,0.6597871506946115,0.7587793234187521,0.6916116733426438,0.5794685146951664,0.726998346133287,0.847308851218414,,,0.22878412445503407,0.2950427316988466,0.40444444444444444,0.41938888888888887,0.34122222222222226
hazard_rf_top4,hazard,linear,"entropy_mean, answer_changed, thought_token_count, hidden_l2_shift",4,random_forest,random_forest,random_forest,,False,Random-forest hazard heads over the current top-4 observables.,DeepSeek 1.5B,0.91287255733959,0.5856648265179739,0.32720773082161614,0.8630075460092915,0.6467171585429662,0.9208119847296901,0.5213681778848536,0.9547981412797886,0.5889091431261019,,,0.11754769265867036,0.13093938019344994,0.35444444444444445,0.4595,0.1567777777777778
hazard_rf_top4,hazard,linear,"entropy_mean, answer_changed, thought_token_count, hidden_l2_shift",4,random_forest,random_forest,random_forest,,False,Random-forest hazard heads over the current top-4 observables.,Mistral 7B,0.8842653697490245,0.6823184283680103,0.2019469413810142,0.8576671141759785,0.6449071891210747,0.8651059398288761,0.5818928101771634,0.930023055242219,0.8201552858057928,,,0.14383432359910917,0.31866092823511194,0.22777777777777777,0.30911111111111117,0.12933333333333333
hazard_rf_top4,hazard,linear,"entropy_mean, answer_changed, thought_token_count, hidden_l2_shift",4,random_forest,random_forest,random_forest,,False,Random-forest hazard heads over the current top-4 observables.,Qwen 0.5B,0.840080643656861,0.5983670124215056,0.2417136312353554,0.8021096727491814,0.5387131516642681,0.7955521680783483,0.5406486169198034,0.9225800901430532,0.7157392686804451,,,0.1629674355728061,0.38088974896669686,0.3888888888888889,0.19494444444444442,-0.10655555555555556
hazard_rf_top4,hazard,linear,"entropy_mean, answer_changed, thought_token_count, hidden_l2_shift",4,random_forest,random_forest,random_forest,,False,Random-forest hazard heads over the current top-4 observables.,Qwen 7B,0.8542613079054274,0.7079752702132742,0.1462860376921532,0.7816117735027338,0.745986663118237,0.8827202897657861,0.6127900455785908,0.8984518604477623,0.7651491019429947,,,0.1622060213229737,0.08008919103555702,0.42444444444444446,0.4708888888888889,0.2897222222222222
hazard_hgb_top4,hazard,linear,"entropy_mean, answer_changed, thought_token_count, hidden_l2_shift",4,hist_gb,hist_gb,hist_gb,,False,Histogram gradient-boosted hazard heads over the current top-4 observables.,DeepSeek 1.5B,0.9115416051225026,0.5821345804208874,0.3294070247016152,0.8593515918174764,0.6436436829476273,0.9074689129269463,0.5284965901336882,0.9678043106230854,0.5742634681813468,,,0.12263429386251636,0.15883996426166389,0.34444444444444444,0.46111111111111114,0.15516666666666665
hazard_hgb_top4,hazard,linear,"entropy_mean, answer_changed, thought_token_count, hidden_l2_shift",4,hist_gb,hist_gb,hist_gb,,False,Histogram gradient-boosted hazard heads over the current top-4 observables.,Mistral 7B,0.8832916945942046,0.6853428231230613,0.19794887147114337,0.8517439858571487,0.631985908337159,0.8534869703226151,0.5796383359389551,0.9446441276028502,0.8444042250930699,,,0.14641103779582906,0.3246019167754322,0.25222222222222224,0.30677777777777776,0.13166666666666665
hazard_hgb_top4,hazard,linear,"entropy_mean, answer_changed, thought_token_count, hidden_l2_shift",4,hist_gb,hist_gb,hist_gb,,False,Histogram gradient-boosted hazard heads over the current top-4 observables.,Qwen 0.5B,0.8314813992804154,0.5939073463051859,0.2375740529752295,0.7874810594422669,0.5314633827246984,0.768662766068977,0.5457541516863551,0.9383003723300021,0.7045045045045044,,,0.16688357820941072,0.37501210234384946,0.3566666666666667,0.20144444444444445,-0.11305555555555556
hazard_hgb_top4,hazard,linear,"entropy_mean, answer_changed, thought_token_count, hidden_l2_shift",4,hist_gb,hist_gb,hist_gb,,False,Histogram gradient-boosted hazard heads over the current top-4 observables.,Qwen 7B,0.8572592678910188,0.6754647351196742,0.1817945327713446,0.7658880400717265,0.7271112798437009,0.8821492379275618,0.6261233908185573,0.923740525673768,0.6731595346967642,,,0.16389629138598671,0.08351028529317518,0.43777777777777777,0.48605555555555563,0.27455555555555555
hazard_q_svm_top4,hazard,linear,"entropy_mean, answer_changed, thought_token_count, hidden_l2_shift",4,svm,logistic,logistic,,False,Kernel SVM for q_hat with logistic repair/corruption hazard heads.,DeepSeek 1.5B,0.7742824642453551,0.575885210234515,0.19839725401084007,0.7753215374667298,0.6440096651519104,0.7308836507898115,0.5111926145612156,0.8166422044795238,0.5724533509904188,,,0.18341635071625847,0.22204774455538903,0.3388888888888889,0.4642777777777778,0.15200000000000002
hazard_q_svm_top4,hazard,linear,"entropy_mean, answer_changed, thought_token_count, hidden_l2_shift",4,svm,logistic,logistic,,False,Kernel SVM for q_hat with logistic repair/corruption hazard heads.,Mistral 7B,0.6946667939004971,0.678168877669381,0.016497916231116072,0.7935352377192606,0.581393679482838,0.627247560075416,0.6992070255840074,0.6632175839068151,0.7539059279412977,,,0.2089236911153183,0.34770817379026914,0.44555555555555554,0.26361111111111113,0.17483333333333334
hazard_q_svm_top4,hazard,linear,"entropy_mean, answer_changed, thought_token_count, hidden_l2_shift",4,svm,logistic,logistic,,False,Kernel SVM for q_hat with logistic repair/corruption hazard heads.,Qwen 0.5B,0.6764070509151962,0.5580959836368385,0.1183110672783576,0.737730055236544,0.5192724234124355,0.6014624868878413,0.5950791205028493,0.6900286106212032,0.5599364069952306,,,0.221899940771227,0.44677179358016067,0.5277777777777778,0.10350000000000002,-0.015111111111111124
hazard_q_svm_top4,hazard,linear,"entropy_mean, answer_changed, thought_token_count, hidden_l2_shift",4,svm,logistic,logistic,,False,Kernel SVM for q_hat with logistic repair/corruption hazard heads.,Qwen 7B,0.648839463958106,0.7143985035350054,-0.06555903957689946,0.7192277255156077,0.7517919779425584,0.6044500398691263,0.583185170169598,0.6228406264895842,0.80821836249286,,,0.2119216691097597,0.33495874389607017,0.024444444444444446,0.4367777777777778,0.32383333333333325
direct_drift_ridge_top4,direct_drift,quadratic,"entropy_mean, answer_changed, thought_token_count, hidden_l2_shift",4,,,,ridge,True,Direct quadratic ridge regression on delta-utility over the current top-4 observables.,DeepSeek 1.5B,0.7287303730411235,0.5524805371645551,0.1762498358765684,,,,,,,0.7287303730411235,0.5524805371645551,,,0.5233333333333333,0.40511111111111114,0.21116666666666667
direct_drift_ridge_top4,direct_drift,quadratic,"entropy_mean, answer_changed, thought_token_count, hidden_l2_shift",4,,,,ridge,True,Direct quadratic ridge regression on delta-utility over the current top-4 observables.,Mistral 7B,0.6573631635980361,0.6997181496919889,-0.04235498609395272,,,,,,,0.6573631635980361,0.6997181496919889,,,0.37333333333333335,0.25872222222222224,0.17972222222222223
direct_drift_ridge_top4,direct_drift,quadratic,"entropy_mean, answer_changed, thought_token_count, hidden_l2_shift",4,,,,ridge,True,Direct quadratic ridge regression on delta-utility over the current top-4 observables.,Qwen 0.5B,0.6444209831101513,0.5046253573116658,0.13979562579848548,,,,,,,0.6444209831101513,0.5046253573116658,,,0.8077777777777778,0.07127777777777779,0.0171111111111111
direct_drift_ridge_top4,direct_drift,quadratic,"entropy_mean, answer_changed, thought_token_count, hidden_l2_shift",4,,,,ridge,True,Direct quadratic ridge regression on delta-utility over the current top-4 observables.,Qwen 7B,0.653724764314612,0.5990250015901653,0.054699762724446765,,,,,,,0.653724764314612,0.5990250015901653,,,0.4388888888888889,0.5512222222222223,0.2093888888888889
direct_drift_hgb_top4,direct_drift,linear,"entropy_mean, answer_changed, thought_token_count, hidden_l2_shift",4,,,,hist_gb,False,Direct histogram gradient-boosted regression on delta-utility over the current top-4 observables.,DeepSeek 1.5B,0.8344064074310311,0.5367945429670191,0.297611864464012,,,,,,,0.8344064074310311,0.5367945429670191,,,0.7377777777777778,0.3909444444444445,0.2253333333333334
direct_drift_hgb_top4,direct_drift,linear,"entropy_mean, answer_changed, thought_token_count, hidden_l2_shift",4,,,,hist_gb,False,Direct histogram gradient-boosted regression on delta-utility over the current top-4 observables.,Mistral 7B,0.7481683515221016,0.5942683334885358,0.1539000180335658,,,,,,,0.7481683515221016,0.5942683334885358,,,0.21777777777777776,0.30516666666666664,0.13327777777777775
direct_drift_hgb_top4,direct_drift,linear,"entropy_mean, answer_changed, thought_token_count, hidden_l2_shift",4,,,,hist_gb,False,Direct histogram gradient-boosted regression on delta-utility over the current top-4 observables.,Qwen 0.5B,0.7254111830815864,0.6236270228904545,0.1017841601911319,,,,,,,0.7254111830815864,0.6236270228904545,,,0.44666666666666666,0.16827777777777778,-0.0798888888888889
