model,feature,coefficient
correctness_probe,step,0.04155913628173912
correctness_probe,entropy_mean,-0.35776791608101033
correctness_probe,entropy_std,0.5270436342211395
correctness_probe,confidence,0.4851153628125032
correctness_probe,answer_changed,-0.1792067969321262
correctness_probe,thought_token_count,-0.23999319081042833
correctness_probe,hidden_l2_shift,0.2395028815228165
correctness_probe,hidden_cosine_shift,-0.1542868922865967
correctness_probe,lexical_echo,-0.02491327751420493
correctness_probe,verbose_confidence_proxy,0.4851153628124539
repair_hazard,step,-0.2592515653114163
repair_hazard,entropy_mean,-0.021338006504812247
repair_hazard,entropy_std,0.1717532798627563
repair_hazard,confidence,0.1620966405358335
repair_hazard,answer_changed,0.7115853326369771
repair_hazard,thought_token_count,-0.27096392085008664
repair_hazard,hidden_l2_shift,0.7314128007816374
repair_hazard,hidden_cosine_shift,-0.43744970611118944
repair_hazard,lexical_echo,-0.558273982451722
repair_hazard,verbose_confidence_proxy,0.16209664053586914
corruption_hazard,step,-0.038451425910813825
corruption_hazard,entropy_mean,0.3620647092485843
corruption_hazard,entropy_std,-0.2157800131056457
corruption_hazard,confidence,0.008154946793589581
corruption_hazard,answer_changed,0.21911568232042747
corruption_hazard,thought_token_count,-0.1492828227159128
corruption_hazard,hidden_l2_shift,0.8704958416966383
corruption_hazard,hidden_cosine_shift,-0.6091009769395732
corruption_hazard,lexical_echo,-1.013126735155532
corruption_hazard,verbose_confidence_proxy,0.008154946793594122
