model,feature,coefficient
correctness_probe,step,-0.13277845164047844
correctness_probe,entropy_mean,-0.097341378076899
correctness_probe,entropy_std,0.2515739578559808
correctness_probe,confidence,0.6097686604796685
correctness_probe,answer_changed,-0.4912450841123539
correctness_probe,thought_token_count,0.26233196188043306
correctness_probe,hidden_l2_shift,-0.3892233397661391
correctness_probe,hidden_cosine_shift,0.34626182597680827
correctness_probe,lexical_echo,0.06599542539883912
correctness_probe,verbose_confidence_proxy,-0.5312168389447522
repair_hazard,step,-0.14055330098894966
repair_hazard,entropy_mean,0.2595636200230657
repair_hazard,entropy_std,-0.18882194530594718
repair_hazard,confidence,0.009053930492125009
repair_hazard,answer_changed,0.8956966849700976
repair_hazard,thought_token_count,-0.0297521873623735
repair_hazard,hidden_l2_shift,0.014579681270572045
repair_hazard,hidden_cosine_shift,-0.025751018789228492
repair_hazard,lexical_echo,-0.16879425645850016
repair_hazard,verbose_confidence_proxy,-0.2828609093012143
corruption_hazard,step,-0.4360099689957157
corruption_hazard,entropy_mean,0.05867889623361646
corruption_hazard,entropy_std,-0.08599750423576596
corruption_hazard,confidence,-0.2424384446366213
corruption_hazard,answer_changed,0.5644903262757845
corruption_hazard,thought_token_count,0.5174567116830574
corruption_hazard,hidden_l2_shift,0.07133216274216991
corruption_hazard,hidden_cosine_shift,-0.04851233232744872
corruption_hazard,lexical_echo,-0.15165364011981766
corruption_hazard,verbose_confidence_proxy,-0.46484031483986465
