model,feature,coefficient
correctness_probe,step,0.03219295237092091
correctness_probe,entropy_mean,-0.35966768521771836
correctness_probe,entropy_std,0.05088013666680845
correctness_probe,confidence,0.8346228401624012
correctness_probe,answer_changed,-0.4140485391081746
correctness_probe,thought_token_count,0.05075155976240702
correctness_probe,hidden_l2_shift,0.3257118151719009
correctness_probe,hidden_cosine_shift,-0.3052028251702714
correctness_probe,lexical_echo,-0.02821871120887328
correctness_probe,verbose_confidence_proxy,-0.3385228471580551
repair_hazard,step,-0.045187171968458756
repair_hazard,entropy_mean,-0.03553493921616623
repair_hazard,entropy_std,-0.11526754823475391
repair_hazard,confidence,-0.21475878982256671
repair_hazard,answer_changed,0.2955717904008939
repair_hazard,thought_token_count,-0.24301847621184883
repair_hazard,hidden_l2_shift,0.09771948922971736
repair_hazard,hidden_cosine_shift,-0.21353175869256175
repair_hazard,lexical_echo,-0.16228003681985326
repair_hazard,verbose_confidence_proxy,0.22227909024958795
corruption_hazard,step,0.04155657698293399
corruption_hazard,entropy_mean,0.12271466985926587
corruption_hazard,entropy_std,0.15663307265850898
corruption_hazard,confidence,-0.15131580977329165
corruption_hazard,answer_changed,0.36403301678050515
corruption_hazard,thought_token_count,-0.14180969477650998
corruption_hazard,hidden_l2_shift,-0.0556080315232676
corruption_hazard,hidden_cosine_shift,0.06774037261606652
corruption_hazard,lexical_echo,0.04542770509710043
corruption_hazard,verbose_confidence_proxy,0.102825331538725
