run_id,brier,auc
qwen2p5_7b__gsm8k_train_00028_07c2d0db__temp1.00__seed7,0.301152295745841,1.0
qwen2p5_7b__gsm8k_train_00029_9fc74e20__temp0.10__seed7,0.051374276499073314,1.0
qwen2p5_7b__gsm8k_train_00029_9fc74e20__temp0.60__seed7,0.1103955810822059,0.9583333333333334
qwen2p5_7b__gsm8k_train_00029_9fc74e20__temp1.00__seed7,0.053194414758283806,1.0
qwen2p5_7b__gsm8k_train_00030_4f09989a__temp0.10__seed7,0.17624016129646028,0.6666666666666666
qwen2p5_7b__gsm8k_train_00030_4f09989a__temp0.60__seed7,0.15975625166142712,0.9375
qwen2p5_7b__gsm8k_train_00030_4f09989a__temp1.00__seed7,0.2837531335055159,0.7142857142857143
qwen2p5_7b__gsm8k_train_00031_1c0c7800__temp0.10__seed7,0.22295605296972654,0.761904761904762
qwen2p5_7b__gsm8k_train_00031_1c0c7800__temp0.60__seed7,0.24007493670728647,
qwen2p5_7b__gsm8k_train_00031_1c0c7800__temp1.00__seed7,0.18974220642437983,
qwen2p5_7b__gsm8k_train_00032_366614d9__temp0.10__seed7,0.14457766642437944,1.0
qwen2p5_7b__gsm8k_train_00032_366614d9__temp0.60__seed7,0.0980762205536738,1.0
qwen2p5_7b__gsm8k_train_00032_366614d9__temp1.00__seed7,0.3310936707048741,0.5555555555555556
qwen2p5_7b__gsm8k_train_00033_285b14f1__temp0.10__seed7,0.06791351585459096,1.0
qwen2p5_7b__gsm8k_train_00033_285b14f1__temp0.60__seed7,0.38755593652688386,
qwen2p5_7b__gsm8k_train_00033_285b14f1__temp1.00__seed7,0.2295009864963827,0.8333333333333334
qwen2p5_7b__gsm8k_train_00034_b46e2eee__temp0.10__seed7,0.1964095661131989,0.88
qwen2p5_7b__gsm8k_train_00034_b46e2eee__temp0.60__seed7,0.4372022826488367,
qwen2p5_7b__gsm8k_train_00034_b46e2eee__temp1.00__seed7,0.06238629908102489,1.0
qwen2p5_7b__gsm8k_train_00035_e581c993__temp0.10__seed7,0.4019371306856356,
qwen2p5_7b__gsm8k_train_00035_e581c993__temp0.60__seed7,0.39281846406760623,
qwen2p5_7b__gsm8k_train_00035_e581c993__temp1.00__seed7,0.1354951621131118,0.875
qwen2p5_7b__gsm8k_train_00036_5cc8bffa__temp0.10__seed7,0.08701887607672654,1.0
qwen2p5_7b__gsm8k_train_00036_5cc8bffa__temp0.60__seed7,0.12806040517876496,1.0
qwen2p5_7b__gsm8k_train_00036_5cc8bffa__temp1.00__seed7,0.13884059759175438,1.0
qwen2p5_7b__gsm8k_train_00037_59a9e4e3__temp0.10__seed7,0.12282789745090403,0.875
qwen2p5_7b__gsm8k_train_00037_59a9e4e3__temp0.60__seed7,0.09149469847688198,1.0
qwen2p5_7b__gsm8k_train_00037_59a9e4e3__temp1.00__seed7,0.049661192142930174,1.0
qwen2p5_7b__gsm8k_train_00038_40afacc8__temp0.10__seed7,0.3351309735490591,
qwen2p5_7b__gsm8k_train_00038_40afacc8__temp0.60__seed7,0.3064335002981807,0.2222222222222222
qwen2p5_7b__gsm8k_train_00038_40afacc8__temp1.00__seed7,0.1560747209387337,0.9523809523809524
qwen2p5_7b__gsm8k_train_00039_3f079edf__temp0.10__seed7,0.1131463260612676,1.0
qwen2p5_7b__gsm8k_train_00039_3f079edf__temp0.60__seed7,0.28515523670307,0.6190476190476191
qwen2p5_7b__gsm8k_train_00039_3f079edf__temp1.00__seed7,0.1746063211912816,0.7777777777777778
qwen2p5_7b__gsm8k_train_00040_26fced6d__temp0.10__seed7,0.04122275567324104,1.0
qwen2p5_7b__gsm8k_train_00040_26fced6d__temp0.60__seed7,0.22544626345714525,
qwen2p5_7b__gsm8k_train_00040_26fced6d__temp1.00__seed7,0.4852595262748506,
qwen2p5_7b__gsm8k_train_00041_a5b39aca__temp0.10__seed7,0.10720289728721574,0.875
qwen2p5_7b__gsm8k_train_00041_a5b39aca__temp0.60__seed7,0.15565054135293985,0.9047619047619049
qwen2p5_7b__gsm8k_train_00041_a5b39aca__temp1.00__seed7,0.1981579691587179,0.8125
qwen2p5_7b__gsm8k_train_00042_90e751d7__temp0.10__seed7,0.09553485777461973,0.9583333333333334
qwen2p5_7b__gsm8k_train_00042_90e751d7__temp0.60__seed7,0.049349115098219404,1.0
qwen2p5_7b__gsm8k_train_00042_90e751d7__temp1.00__seed7,0.035395339351599456,1.0
qwen2p5_7b__gsm8k_train_00043_94f5ad37__temp0.10__seed7,0.10555356493877419,0.9523809523809524
qwen2p5_7b__gsm8k_train_00043_94f5ad37__temp0.60__seed7,0.06324476374258989,1.0
qwen2p5_7b__gsm8k_train_00043_94f5ad37__temp1.00__seed7,0.1158267789695584,0.9047619047619048
qwen2p5_7b__gsm8k_train_00044_9c745cd7__temp0.10__seed7,0.09147140786133784,1.0
qwen2p5_7b__gsm8k_train_00044_9c745cd7__temp0.60__seed7,0.08026783703336918,1.0
qwen2p5_7b__gsm8k_train_00044_9c745cd7__temp1.00__seed7,0.07618805741718622,1.0
qwen2p5_7b__gsm8k_train_00045_6652e47d__temp0.10__seed7,0.1379663517813982,
qwen2p5_7b__gsm8k_train_00045_6652e47d__temp0.60__seed7,0.13215955017389583,0.9523809523809524
qwen2p5_7b__gsm8k_train_00045_6652e47d__temp1.00__seed7,0.2034447005506291,1.0
qwen2p5_7b__gsm8k_train_00046_9575ad8f__temp0.10__seed7,0.16858800677539357,
qwen2p5_7b__gsm8k_train_00046_9575ad8f__temp0.60__seed7,0.14831635411182612,0.9375
qwen2p5_7b__gsm8k_train_00046_9575ad8f__temp1.00__seed7,0.3111694427404326,
qwen2p5_7b__gsm8k_train_00047_f2440a00__temp0.10__seed7,0.08838523390086923,1.0
qwen2p5_7b__gsm8k_train_00047_f2440a00__temp0.60__seed7,0.1321578628851612,1.0
qwen2p5_7b__gsm8k_train_00047_f2440a00__temp1.00__seed7,0.15920494522791698,0.8888888888888888
qwen2p5_7b__gsm8k_train_00048_11e2cfda__temp0.10__seed7,0.19858590928327768,0.7083333333333334
qwen2p5_7b__gsm8k_train_00048_11e2cfda__temp0.60__seed7,0.04202489484395517,1.0
qwen2p5_7b__gsm8k_train_00048_11e2cfda__temp1.00__seed7,0.13155177216326813,0.8888888888888888
qwen2p5_7b__gsm8k_train_00049_47b14786__temp0.10__seed7,0.09182188692217601,1.0
qwen2p5_7b__gsm8k_train_00049_47b14786__temp0.60__seed7,0.16652571297676136,1.0
qwen2p5_7b__gsm8k_train_00049_47b14786__temp1.00__seed7,0.10026771242880768,1.0
qwen2p5_7b__gsm8k_train_00050_573850e8__temp0.10__seed7,0.2147356601505333,0.8888888888888888
qwen2p5_7b__gsm8k_train_00050_573850e8__temp0.60__seed7,0.13516868205465432,1.0
qwen2p5_7b__gsm8k_train_00050_573850e8__temp1.00__seed7,0.07656834265656526,1.0
qwen2p5_7b__gsm8k_train_00051_45d98db9__temp0.10__seed7,0.12360765696263579,0.8571428571428571
qwen2p5_7b__gsm8k_train_00051_45d98db9__temp0.60__seed7,0.05196112843388959,1.0
qwen2p5_7b__gsm8k_train_00051_45d98db9__temp1.00__seed7,0.05198881479003133,1.0
qwen2p5_7b__gsm8k_train_00052_62a46c30__temp0.10__seed7,0.1358657147980335,0.92
qwen2p5_7b__gsm8k_train_00052_62a46c30__temp0.60__seed7,0.043769913810246606,1.0
qwen2p5_7b__gsm8k_train_00052_62a46c30__temp1.00__seed7,0.26098719062052717,1.0
qwen2p5_7b__gsm8k_train_00053_0f2bea45__temp0.10__seed7,0.1430082469950216,0.88
qwen2p5_7b__gsm8k_train_00053_0f2bea45__temp0.60__seed7,0.05072736040595934,1.0
qwen2p5_7b__gsm8k_train_00053_0f2bea45__temp1.00__seed7,0.04534302589744697,1.0
qwen2p5_7b__gsm8k_train_00054_2dc1e445__temp0.10__seed7,0.06645118153169631,1.0
qwen2p5_7b__gsm8k_train_00054_2dc1e445__temp0.60__seed7,0.1651676780987763,0.8888888888888888
qwen2p5_7b__gsm8k_train_00054_2dc1e445__temp1.00__seed7,0.08494267572503347,1.0
qwen2p5_7b__gsm8k_train_00055_0a51a335__temp0.10__seed7,0.2752097803002632,0.33333333333333337
qwen2p5_7b__gsm8k_train_00055_0a51a335__temp0.60__seed7,0.08007937792699511,1.0
qwen2p5_7b__gsm8k_train_00055_0a51a335__temp1.00__seed7,0.15672003249351285,1.0
qwen2p5_7b__gsm8k_train_00056_1e4c2fc2__temp0.10__seed7,0.17343634698483448,
qwen2p5_7b__gsm8k_train_00056_1e4c2fc2__temp0.60__seed7,0.2735787501823717,0.625
qwen2p5_7b__gsm8k_train_00056_1e4c2fc2__temp1.00__seed7,0.15532982616934654,
qwen2p5_7b__gsm8k_train_00057_57b7f2d4__temp0.10__seed7,0.3791251336237298,0.8888888888888888
qwen2p5_7b__gsm8k_train_00057_57b7f2d4__temp0.60__seed7,0.42918537088652486,0.33333333333333337
qwen2p5_7b__gsm8k_train_00057_57b7f2d4__temp1.00__seed7,0.28034261943761435,0.33333333333333337
qwen2p5_7b__gsm8k_train_00058_43c88879__temp0.10__seed7,0.13359979816771037,0.8125
qwen2p5_7b__gsm8k_train_00058_43c88879__temp0.60__seed7,0.06146510622427122,1.0
qwen2p5_7b__gsm8k_train_00058_43c88879__temp1.00__seed7,0.12331870260285663,0.9523809523809524
qwen2p5_7b__gsm8k_train_00059_90db2977__temp0.10__seed7,0.12983372733049264,0.9375
qwen2p5_7b__gsm8k_train_00059_90db2977__temp0.60__seed7,0.12626939842012855,1.0
qwen2p5_7b__gsm8k_train_00059_90db2977__temp1.00__seed7,0.09550965360195392,1.0
qwen2p5_7b__gsm8k_train_00060_9b3f9448__temp0.10__seed7,0.2805168116388237,0.8095238095238095
qwen2p5_7b__gsm8k_train_00060_9b3f9448__temp0.60__seed7,0.16828427194794107,0.875
qwen2p5_7b__gsm8k_train_00060_9b3f9448__temp1.00__seed7,0.12464873170575248,0.9523809523809524
qwen2p5_7b__gsm8k_train_00061_0e425d85__temp0.10__seed7,0.27553230796260164,
qwen2p5_7b__gsm8k_train_00061_0e425d85__temp0.60__seed7,0.36630618874793536,0.6875
qwen2p5_7b__gsm8k_train_00061_0e425d85__temp1.00__seed7,0.23793057922828562,0.7916666666666666
qwen2p5_7b__gsm8k_train_00062_8f0f003e__temp0.10__seed7,0.04328283052183967,1.0
qwen2p5_7b__gsm8k_train_00062_8f0f003e__temp0.60__seed7,0.05523272307906363,1.0
qwen2p5_7b__gsm8k_train_00062_8f0f003e__temp1.00__seed7,0.1294168067596126,0.9375
qwen2p5_7b__gsm8k_train_00063_1418fe17__temp0.10__seed7,0.14182017199606906,
qwen2p5_7b__gsm8k_train_00063_1418fe17__temp0.60__seed7,0.09931313176096952,0.9375
qwen2p5_7b__gsm8k_train_00063_1418fe17__temp1.00__seed7,0.16174776167381633,0.875
qwen2p5_7b__gsm8k_train_00064_a2146c67__temp0.10__seed7,0.20451713749775577,
qwen2p5_7b__gsm8k_train_00064_a2146c67__temp0.60__seed7,0.04497497153556278,1.0
qwen2p5_7b__gsm8k_train_00064_a2146c67__temp1.00__seed7,0.1707991485121107,
qwen2p5_7b__gsm8k_train_00065_730f674d__temp0.10__seed7,0.09635878127241354,
qwen2p5_7b__gsm8k_train_00065_730f674d__temp0.60__seed7,0.3282372859607484,0.3333333333333333
qwen2p5_7b__gsm8k_train_00065_730f674d__temp1.00__seed7,0.146847188752051,0.875
qwen2p5_7b__gsm8k_train_00066_657c5999__temp0.10__seed7,0.28275515464098583,0.5555555555555556
qwen2p5_7b__gsm8k_train_00066_657c5999__temp0.60__seed7,0.10276857224872908,1.0
qwen2p5_7b__gsm8k_train_00066_657c5999__temp1.00__seed7,0.0943588790278852,1.0
qwen2p5_7b__gsm8k_train_00067_7ae2a064__temp0.10__seed7,0.15128844451305984,0.9047619047619049
qwen2p5_7b__gsm8k_train_00067_7ae2a064__temp0.60__seed7,0.11118922470296436,0.8571428571428571
qwen2p5_7b__gsm8k_train_00067_7ae2a064__temp1.00__seed7,0.3659787034922428,
qwen2p5_7b__gsm8k_train_00068_76571793__temp0.10__seed7,0.09017352296077581,1.0
qwen2p5_7b__gsm8k_train_00068_76571793__temp0.60__seed7,0.11760462033351163,0.9600000000000001
qwen2p5_7b__gsm8k_train_00068_76571793__temp1.00__seed7,0.04103216862522991,1.0
qwen2p5_7b__gsm8k_train_00069_d68659f7__temp0.10__seed7,0.07399893002486294,1.0
qwen2p5_7b__gsm8k_train_00069_d68659f7__temp0.60__seed7,0.18454861059904848,1.0
qwen2p5_7b__gsm8k_train_00069_d68659f7__temp1.00__seed7,0.07624745868147123,1.0
qwen2p5_7b__gsm8k_train_00070_71b9fc29__temp0.10__seed7,0.13221468505775763,0.875
qwen2p5_7b__gsm8k_train_00070_71b9fc29__temp0.60__seed7,0.11436966850233973,1.0
qwen2p5_7b__gsm8k_train_00070_71b9fc29__temp1.00__seed7,0.26213701123882327,
qwen2p5_7b__gsm8k_train_00071_c665e122__temp0.10__seed7,0.14951822860672934,1.0
qwen2p5_7b__gsm8k_train_00071_c665e122__temp0.60__seed7,0.13662125685418633,0.9523809523809524
qwen2p5_7b__gsm8k_train_00071_c665e122__temp1.00__seed7,0.13562964648239284,
qwen2p5_7b__gsm8k_train_00072_29bf6ced__temp0.10__seed7,0.036451288612916084,1.0
qwen2p5_7b__gsm8k_train_00072_29bf6ced__temp0.60__seed7,0.05876026615192344,1.0
qwen2p5_7b__gsm8k_train_00072_29bf6ced__temp1.00__seed7,0.12653165951220277,0.9600000000000001
qwen2p5_7b__gsm8k_train_00073_bba2194d__temp0.10__seed7,0.276315749826901,0.75
qwen2p5_7b__gsm8k_train_00073_bba2194d__temp0.60__seed7,0.15782367564804803,
qwen2p5_7b__gsm8k_train_00073_bba2194d__temp1.00__seed7,0.2312508657840468,0.7142857142857143
qwen2p5_7b__gsm8k_train_00074_f7b6c77d__temp0.10__seed7,0.16377989049888048,1.0
qwen2p5_7b__gsm8k_train_00074_f7b6c77d__temp0.60__seed7,0.11465126527657805,0.8571428571428571
qwen2p5_7b__gsm8k_train_00074_f7b6c77d__temp1.00__seed7,0.2900516188876502,0.9375
qwen2p5_7b__gsm8k_train_00075_701b0438__temp0.10__seed7,0.11246948861197714,
qwen2p5_7b__gsm8k_train_00075_701b0438__temp0.60__seed7,0.07931682091408142,1.0
qwen2p5_7b__gsm8k_train_00075_701b0438__temp1.00__seed7,0.11874182085080606,
qwen2p5_7b__gsm8k_train_00076_4bc39af7__temp0.10__seed7,0.08334253040365353,1.0
qwen2p5_7b__gsm8k_train_00076_4bc39af7__temp0.60__seed7,0.19267570663109335,0.8333333333333333
qwen2p5_7b__gsm8k_train_00076_4bc39af7__temp1.00__seed7,0.056600166314125545,1.0
qwen2p5_7b__gsm8k_train_00077_ef228274__temp0.10__seed7,0.1623626195515645,0.76
qwen2p5_7b__gsm8k_train_00077_ef228274__temp0.60__seed7,0.16391646178919234,0.6666666666666667
qwen2p5_7b__gsm8k_train_00077_ef228274__temp1.00__seed7,0.18222312514238762,0.9047619047619048
qwen2p5_7b__gsm8k_train_00078_8202f885__temp0.10__seed7,0.37990208277782733,
qwen2p5_7b__gsm8k_train_00078_8202f885__temp0.60__seed7,0.19175392216636702,
qwen2p5_7b__gsm8k_train_00078_8202f885__temp1.00__seed7,0.2652324668550093,0.7142857142857143
qwen2p5_7b__gsm8k_train_00079_02bbd64d__temp0.10__seed7,0.14892539462883705,
qwen2p5_7b__gsm8k_train_00079_02bbd64d__temp0.60__seed7,0.35952034197334004,
qwen2p5_7b__gsm8k_train_00079_02bbd64d__temp1.00__seed7,0.12061683630681423,0.9375
qwen2p5_7b__gsm8k_train_00080_9c0e3ea5__temp0.10__seed7,0.11136897338556073,0.9375
qwen2p5_7b__gsm8k_train_00080_9c0e3ea5__temp0.60__seed7,0.04586293214046368,1.0
qwen2p5_7b__gsm8k_train_00080_9c0e3ea5__temp1.00__seed7,0.1371125139787619,1.0
qwen2p5_7b__gsm8k_train_00081_0f393056__temp0.10__seed7,0.06196495966852541,1.0
qwen2p5_7b__gsm8k_train_00081_0f393056__temp0.60__seed7,0.3907132744727802,
qwen2p5_7b__gsm8k_train_00081_0f393056__temp1.00__seed7,0.11484640889612638,
qwen2p5_7b__gsm8k_train_00082_3bc88e6c__temp0.10__seed7,0.4102690351417094,
qwen2p5_7b__gsm8k_train_00082_3bc88e6c__temp0.60__seed7,0.1398468492691372,0.8571428571428571
qwen2p5_7b__gsm8k_train_00082_3bc88e6c__temp1.00__seed7,0.13023345996567964,1.0
qwen2p5_7b__gsm8k_train_00083_51275bdc__temp0.10__seed7,0.049959803358521675,1.0
qwen2p5_7b__gsm8k_train_00083_51275bdc__temp0.60__seed7,0.12619029967739437,1.0
qwen2p5_7b__gsm8k_train_00083_51275bdc__temp1.00__seed7,0.14974965351573385,0.9375
qwen2p5_7b__gsm8k_train_00084_3f815691__temp0.10__seed7,0.04363899997773196,1.0
qwen2p5_7b__gsm8k_train_00084_3f815691__temp0.60__seed7,0.3891924204432936,
qwen2p5_7b__gsm8k_train_00084_3f815691__temp1.00__seed7,0.09172990870437484,1.0
qwen2p5_7b__gsm8k_train_00085_a89e3367__temp0.10__seed7,0.30414259057181,
qwen2p5_7b__gsm8k_train_00085_a89e3367__temp0.60__seed7,0.14870880386019564,0.8888888888888888
qwen2p5_7b__gsm8k_train_00085_a89e3367__temp1.00__seed7,0.13706920581206933,0.8571428571428571
qwen2p5_7b__gsm8k_train_00086_af406602__temp0.10__seed7,0.04754095660137919,1.0
qwen2p5_7b__gsm8k_train_00086_af406602__temp0.60__seed7,0.1375598829279357,
qwen2p5_7b__gsm8k_train_00086_af406602__temp1.00__seed7,0.13794006742400525,1.0
qwen2p5_7b__gsm8k_train_00087_c84aacb9__temp0.10__seed7,0.1754347868583933,0.7777777777777778
qwen2p5_7b__gsm8k_train_00087_c84aacb9__temp0.60__seed7,0.16379358494246377,0.8888888888888888
qwen2p5_7b__gsm8k_train_00087_c84aacb9__temp1.00__seed7,0.06771821097762036,1.0
qwen2p5_7b__gsm8k_train_00088_f1f3640a__temp0.10__seed7,0.12054829282320792,0.9375
qwen2p5_7b__gsm8k_train_00088_f1f3640a__temp0.60__seed7,0.29418098926828157,
qwen2p5_7b__gsm8k_train_00088_f1f3640a__temp1.00__seed7,0.12340859969279065,0.9523809523809524
qwen2p5_7b__gsm8k_train_00089_2aacad9b__temp0.10__seed7,0.2315340926846179,0.8333333333333334
qwen2p5_7b__gsm8k_train_00089_2aacad9b__temp0.60__seed7,0.10610445787307554,0.9166666666666667
qwen2p5_7b__gsm8k_train_00089_2aacad9b__temp1.00__seed7,0.04518396424176529,1.0
qwen2p5_7b__gsm8k_train_00090_29b27436__temp0.10__seed7,0.1228966449710596,1.0
qwen2p5_7b__gsm8k_train_00090_29b27436__temp0.60__seed7,0.15155153857257928,
qwen2p5_7b__gsm8k_train_00090_29b27436__temp1.00__seed7,0.14768692382075463,0.9523809523809524
