detector,mean_stop_step,mean_stop_utility,mean_oracle_utility,mean_oracle_gap,false_early_rate,false_late_rate,mean_false_late_severity,model,dataset
e_process,7.0,-0.066,0.282,0.348,0.1106666666666666,0.8533333333333334,3.785333333333333,qwen2p5_14b,math
hazard_drift,8.128666666666666,-0.1004333333333333,0.282,0.3824333333333333,0.132,0.6246666666666667,4.931333333333333,qwen2p5_14b,math
entropy_plateau,8.221333333333334,-0.1470666666666666,0.282,0.4290666666666667,0.148,0.8026666666666666,5.166,qwen2p5_14b,math
answer_stability,9.858,-0.1729,0.282,0.4549,0.086,0.8813333333333333,6.559333333333333,qwen2p5_14b,math
empirical_bernstein,13.0,-0.3046666666666667,0.282,0.5866666666666668,0.01,0.9773333333333334,9.41,qwen2p5_14b,math
never_stop,14.0,-0.34,0.282,0.622,0.0,0.99,10.4,qwen2p5_14b,math
first_answer,1.0,0.934,0.8976,-0.0364,1.0,0.0,0.0,qwen2p5_14b,arc
verifier_first_correct,1.368,0.9322666666666668,0.8976,-0.0346666666666667,0.934,0.0493333333333333,0.296,qwen2p5_14b,arc
oracle,2.008,0.8976,0.8976,0.0,0.0,0.0,0.0,qwen2p5_14b,arc
e_process,2.0,0.8913333333333333,0.8976,0.0062666666666666,0.0066666666666666,0.0,0.0,qwen2p5_14b,arc
empirical_bernstein,2.0,0.8913333333333333,0.8976,0.0062666666666666,0.0066666666666666,0.0,0.0,qwen2p5_14b,arc
answer_stability,2.377333333333333,0.8744666666666667,0.8976,0.0231333333333333,0.0033333333333333,0.1006666666666666,0.374,qwen2p5_14b,arc
entropy_plateau,2.5033333333333334,0.8655,0.8976,0.0321,0.0033333333333333,0.1993333333333333,0.5,qwen2p5_14b,arc
hazard_drift,2.8346666666666667,0.8502666666666667,0.8976,0.0473333333333333,0.0026666666666666,0.6153333333333333,0.83,qwen2p5_14b,arc
never_stop,8.0,0.592,0.8976,0.3056,0.0,1.0,5.992,qwen2p5_14b,arc
oracle,2.119047619047619,0.3398809523809523,0.3398809523809523,0.0,0.0,0.0,0.0,qwen2p5_14b,gpqa
first_answer,1.0,0.3325892857142857,0.3398809523809523,0.0072916666666666,1.0,0.0,0.0,qwen2p5_14b,gpqa
e_process,2.0,0.2907738095238095,0.3398809523809523,0.0491071428571428,0.0550595238095238,0.0,0.0,qwen2p5_14b,gpqa
hazard_drift,2.8072916666666665,0.2608258928571428,0.3398809523809523,0.0790550595238095,0.0305059523809523,0.3735119047619047,0.7433035714285714,qwen2p5_14b,gpqa
answer_stability,3.078125,0.2465401785714285,0.3398809523809523,0.0933407738095238,0.0238095238095238,0.400297619047619,1.0022321428571428,qwen2p5_14b,gpqa
entropy_plateau,3.0386904761904763,0.2395833333333333,0.3398809523809523,0.100297619047619,0.0334821428571428,0.4724702380952381,1.005952380952381,qwen2p5_14b,gpqa
verifier_first_correct,6.386904761904762,0.1547619047619047,0.3398809523809523,0.1851190476190476,0.3325892857142857,0.5758928571428571,4.607142857142857,qwen2p5_14b,gpqa
empirical_bernstein,9.0,-0.0421130952380952,0.3398809523809523,0.3819940476190476,0.0007440476190476,0.9985119047619048,6.881696428571429,qwen2p5_14b,gpqa
never_stop,10.0,-0.0921130952380952,0.3398809523809523,0.4319940476190476,0.0,0.9992559523809524,7.880952380952381,qwen2p5_14b,gpqa
oracle,3.328,0.7816000000000001,0.7816000000000001,0.0,0.0,0.0,0.0,qwen2p5_32b,gsm8k
verifier_first_correct,4.0793333333333335,0.7440333333333333,0.7816000000000001,0.0375666666666666,0.0413333333333333,0.102,0.816,qwen2p5_32b,gsm8k
hazard_drift,4.1706666666666665,0.5981333333333334,0.7816000000000001,0.1834666666666666,0.11,0.7833333333333333,1.05,qwen2p5_32b,gsm8k
e_process,6.0,0.5926666666666667,0.7816000000000001,0.1889333333333333,0.0186666666666666,0.9406666666666668,2.7006666666666668,qwen2p5_32b,gsm8k
answer_stability,4.000666666666667,0.5619666666666667,0.7816000000000001,0.2196333333333333,0.166,0.79,1.022,qwen2p5_32b,gsm8k
entropy_plateau,4.172666666666666,0.5547,0.7816000000000001,0.2269,0.1673333333333333,0.788,1.216,qwen2p5_32b,gsm8k
empirical_bernstein,9.0,0.4726666666666667,0.7816000000000001,0.3089333333333333,0.0,0.9973333333333332,5.672,qwen2p5_32b,gsm8k
never_stop,10.0,0.4286666666666667,0.7816000000000001,0.3529333333333333,0.0,1.0,6.672,qwen2p5_32b,gsm8k
first_answer,1.0,0.0413333333333333,0.7816000000000001,0.7402666666666667,1.0,0.0,0.0,qwen2p5_32b,gsm8k
oracle,3.669333333333333,0.4698666666666666,0.4698666666666666,0.0,0.0,0.0,0.0,qwen2p5_32b,math
verifier_first_correct,8.307333333333334,0.2392999999999999,0.4698666666666666,0.2305666666666666,0.088,0.3953333333333333,4.744,qwen2p5_32b,math
hazard_drift,5.727333333333333,0.2082999999999999,0.4698666666666666,0.2615666666666666,0.1513333333333333,0.644,2.464,qwen2p5_32b,math
e_process,8.0,0.1833333333333333,0.4698666666666666,0.2865333333333333,0.05,0.9173333333333332,4.456666666666667,qwen2p5_32b,math
answer_stability,4.816666666666666,0.1358333333333333,0.4698666666666666,0.3340333333333333,0.2673333333333333,0.5746666666666667,1.9486666666666668,qwen2p5_32b,math
entropy_plateau,4.439333333333333,0.1246999999999999,0.4698666666666666,0.3451666666666667,0.2946666666666667,0.5373333333333333,1.748,qwen2p5_32b,math
first_answer,1.0,0.088,0.4698666666666666,0.3818666666666666,1.0,0.0,0.0,qwen2p5_32b,math
empirical_bernstein,13.0,-0.0193333333333334,0.4698666666666666,0.4892,0.004,0.992,9.334666666666667,qwen2p5_32b,math
never_stop,14.0,-0.0646666666666666,0.4698666666666666,0.5345333333333333,0.0,0.996,10.330666666666668,qwen2p5_32b,math
verifier_first_correct,1.3313333333333333,0.9487666666666668,0.9105666666666666,-0.0382,0.9053333333333332,0.0346666666666666,0.208,qwen2p5_32b,arc
oracle,2.0286666666666666,0.9105666666666666,0.9105666666666666,0.0,0.0,0.0,0.0,qwen2p5_32b,arc
first_answer,1.0,0.9053333333333332,0.9105666666666666,0.0052333333333332,1.0,0.0,0.0,qwen2p5_32b,arc
answer_stability,2.154,0.8943,0.9105666666666666,0.0162666666666666,0.006,0.1153333333333333,0.134,qwen2p5_32b,arc
e_process,2.0,0.8926666666666667,0.9105666666666666,0.0179,0.0193333333333333,0.0,0.0,qwen2p5_32b,arc
entropy_plateau,2.298666666666666,0.8857333333333333,0.9105666666666666,0.0248333333333333,0.0086666666666666,0.1666666666666666,0.284,qwen2p5_32b,arc
empirical_bernstein,3.0,0.8533333333333334,0.9105666666666666,0.0572333333333332,0.0073333333333333,0.9806666666666668,0.9806666666666668,qwen2p5_32b,arc
hazard_drift,3.534,0.8266333333333333,0.9105666666666666,0.0839333333333333,0.0026666666666666,0.7546666666666667,1.5086666666666666,qwen2p5_32b,arc
never_stop,8.0,0.6066666666666666,0.9105666666666666,0.3039,0.0,1.0,5.971333333333333,qwen2p5_32b,arc
oracle,2.177827380952381,0.3562872023809523,0.3562872023809523,0.0,0.0,0.0,0.0,qwen2p5_32b,gpqa
first_answer,1.0,0.2827380952380952,0.3562872023809523,0.0735491071428571,1.0,0.0,0.0,qwen2p5_32b,gpqa
answer_stability,2.8936011904761907,0.2669270833333333,0.3562872023809523,0.089360119047619,0.0297619047619047,0.5,0.7671130952380952,qwen2p5_32b,gpqa
hazard_drift,2.774553571428572,0.2639508928571428,0.3562872023809523,0.0923363095238095,0.0394345238095238,0.4196428571428571,0.6629464285714286,qwen2p5_32b,gpqa
e_process,3.0,0.2504464285714285,0.3562872023809523,0.1058407738095238,0.046875,0.9069940476190476,0.9069940476190476,qwen2p5_32b,gpqa
entropy_plateau,3.1830357142857144,0.2412946428571428,0.3562872023809523,0.1149925595238095,0.0401785714285714,0.5223214285714286,1.087797619047619,qwen2p5_32b,gpqa
verifier_first_correct,6.325892857142857,0.1793898809523809,0.3562872023809523,0.1768973214285714,0.2827380952380952,0.5543154761904762,4.434523809523809,qwen2p5_32b,gpqa
empirical_bernstein,8.599702380952381,-0.0087053571428571,0.3562872023809523,0.3649925595238095,0.0,0.9985119047619048,6.421875,qwen2p5_32b,gpqa
never_stop,10.0,-0.0794642857142857,0.3562872023809523,0.435751488095238,0.0,1.0,7.822172619047619,qwen2p5_32b,gpqa
oracle,2.38,0.3176666666666666,0.3176666666666666,0.0,0.0,0.0,0.0,mistral_7b_instruct_v0p3,gsm8k
first_answer,1.0,0.304,0.3176666666666666,0.0136666666666666,1.0,0.0,0.0,mistral_7b_instruct_v0p3,gsm8k
verifier_first_correct,6.332666666666666,0.1753666666666666,0.3176666666666666,0.1423,0.304,0.558,4.464,mistral_7b_instruct_v0p3,gsm8k
hazard_drift,3.674,0.1736333333333333,0.3176666666666666,0.1440333333333333,0.0433333333333333,0.646,1.378,mistral_7b_instruct_v0p3,gsm8k
e_process,3.2,0.1626666666666666,0.3176666666666666,0.155,0.0753333333333333,0.812,0.9666666666666668,mistral_7b_instruct_v0p3,gsm8k
entropy_plateau,4.6546666666666665,0.1312666666666666,0.3176666666666666,0.1864,0.026,0.7746666666666666,2.3226666666666667,mistral_7b_instruct_v0p3,gsm8k
answer_stability,4.958,0.1261,0.3176666666666666,0.1915666666666667,0.0146666666666666,0.83,2.6066666666666665,mistral_7b_instruct_v0p3,gsm8k
empirical_bernstein,9.0,-0.0833333333333333,0.3176666666666666,0.401,0.0033333333333333,0.9966666666666668,6.623333333333333,mistral_7b_instruct_v0p3,gsm8k
never_stop,10.0,-0.1293333333333333,0.3176666666666666,0.447,0.0,0.9966666666666668,7.62,mistral_7b_instruct_v0p3,gsm8k
first_answer,1.0,0.0733333333333333,0.0403333333333333,-0.033,1.0,0.0,0.0,mistral_7b_instruct_v0p3,math
oracle,2.1666666666666665,0.0403333333333333,0.0403333333333333,0.0,0.0,0.0,0.0,mistral_7b_instruct_v0p3,math
e_process,2.0,-0.012,0.0403333333333333,0.0523333333333333,0.0606666666666666,0.0,0.0,mistral_7b_instruct_v0p3,math
hazard_drift,4.546,-0.1086333333333333,0.0403333333333333,0.1489666666666666,0.02,0.654,2.446,mistral_7b_instruct_v0p3,math
empirical_bernstein,6.4,-0.204,0.0403333333333333,0.2443333333333333,0.01,0.9853333333333332,4.270666666666667,mistral_7b_instruct_v0p3,math
entropy_plateau,7.1546666666666665,-0.2397333333333333,0.0403333333333333,0.2800666666666667,0.0066666666666666,0.938,5.009333333333333,mistral_7b_instruct_v0p3,math
answer_stability,7.88,-0.2713333333333333,0.0403333333333333,0.3116666666666666,0.0033333333333333,0.9206666666666666,5.727333333333333,mistral_7b_instruct_v0p3,math
verifier_first_correct,12.594666666666669,-0.4577333333333333,0.0403333333333333,0.4980666666666666,0.0733333333333333,0.878,10.536,mistral_7b_instruct_v0p3,math
never_stop,14.0,-0.5853333333333334,0.0403333333333333,0.6256666666666667,0.0,0.9993333333333332,11.833333333333334,mistral_7b_instruct_v0p3,math
verifier_first_correct,2.461333333333333,0.7429333333333334,0.7235333333333333,-0.0194,0.7233333333333334,0.184,1.104,mistral_7b_instruct_v0p3,arc
oracle,2.1693333333333333,0.7235333333333333,0.7235333333333333,0.0,0.0,0.0,0.0,mistral_7b_instruct_v0p3,arc
first_answer,1.0,0.7233333333333334,0.7235333333333333,0.0001999999999999,1.0,0.0,0.0,mistral_7b_instruct_v0p3,arc
e_process,2.0,0.6526666666666666,0.7235333333333333,0.0708666666666666,0.0793333333333333,0.0,0.0,mistral_7b_instruct_v0p3,arc
empirical_bernstein,2.0,0.6526666666666666,0.7235333333333333,0.0708666666666666,0.0793333333333333,0.0,0.0,mistral_7b_instruct_v0p3,arc
hazard_drift,2.3546666666666667,0.6482666666666667,0.7235333333333333,0.0752666666666666,0.0406666666666666,0.1646666666666666,0.2753333333333333,mistral_7b_instruct_v0p3,arc
answer_stability,2.892,0.6227333333333334,0.7235333333333333,0.1007999999999999,0.0266666666666666,0.39,0.782,mistral_7b_instruct_v0p3,arc
entropy_plateau,3.0166666666666666,0.6151666666666666,0.7235333333333333,0.1083666666666666,0.0266666666666666,0.444,0.9026666666666666,mistral_7b_instruct_v0p3,arc
never_stop,8.0,0.3473333333333332,0.7235333333333333,0.3762,0.0,0.9973333333333332,5.830666666666667,mistral_7b_instruct_v0p3,arc
oracle,2.399553571428572,0.3727306547619047,0.3727306547619047,0.0,0.0,0.0,0.0,mistral_7b_instruct_v0p3,gpqa
first_answer,1.0,0.2775297619047619,0.3727306547619047,0.0952008928571428,1.0,0.0,0.0,mistral_7b_instruct_v0p3,gpqa
verifier_first_correct,6.069940476190476,0.2420386904761904,0.3727306547619047,0.1306919642857142,0.2775297619047619,0.5044642857142857,4.035714285714286,mistral_7b_instruct_v0p3,gpqa
hazard_drift,2.293154761904762,0.2128720238095237,0.3727306547619047,0.1598586309523809,0.1361607142857142,0.1540178571428571,0.2261904761904762,mistral_7b_instruct_v0p3,gpqa
e_process,2.199404761904762,0.2056547619047619,0.3727306547619047,0.1670758928571428,0.1592261904761904,0.1733630952380952,0.1733630952380952,mistral_7b_instruct_v0p3,gpqa
entropy_plateau,3.716517857142857,0.1454241071428571,0.3727306547619047,0.2273065476190476,0.0617559523809523,0.6071428571428571,1.4776785714285714,mistral_7b_instruct_v0p3,gpqa
answer_stability,4.038690476190476,0.1345238095238095,0.3727306547619047,0.2382068452380952,0.0535714285714285,0.6197916666666666,1.7760416666666667,mistral_7b_instruct_v0p3,gpqa
empirical_bernstein,9.0,-0.1202380952380952,0.3727306547619047,0.49296875,0.003720238095238,0.9903273809523808,6.604166666666667,mistral_7b_instruct_v0p3,gpqa
never_stop,10.0,-0.162797619047619,0.3727306547619047,0.5355282738095238,0.0,0.996279761904762,7.600446428571429,mistral_7b_instruct_v0p3,gpqa
oracle,2.865333333333333,0.5507333333333333,0.5507333333333333,0.0,0.0,0.0,0.0,phi_4_mini_instruct,gsm8k
verifier_first_correct,4.503333333333333,0.5461666666666667,0.5507333333333333,0.0045666666666666,0.3333333333333333,0.2786666666666667,2.2293333333333334,phi_4_mini_instruct,gsm8k
first_answer,1.0,0.3333333333333333,0.5507333333333333,0.2173999999999999,1.0,0.0,0.0,phi_4_mini_instruct,gsm8k
hazard_drift,3.456,0.2572,0.5507333333333333,0.2935333333333333,0.1706666666666666,0.4586666666666666,1.0233333333333334,phi_4_mini_instruct,gsm8k
e_process,3.0,0.21,0.5507333333333333,0.3407333333333333,0.1973333333333333,0.644,0.644,phi_4_mini_instruct,gsm8k
entropy_plateau,5.184,0.2047999999999999,0.5507333333333333,0.3459333333333333,0.084,0.766,2.533333333333333,phi_4_mini_instruct,gsm8k
answer_stability,6.614,0.1026333333333333,0.5507333333333333,0.4481,0.0433333333333333,0.8973333333333333,3.856,phi_4_mini_instruct,gsm8k
empirical_bernstein,9.0,-0.0686666666666666,0.5507333333333333,0.6194000000000001,0.006,0.9813333333333332,6.140666666666666,phi_4_mini_instruct,gsm8k
never_stop,10.0,-0.1086666666666666,0.5507333333333333,0.6594,0.0,0.994,7.134666666666667,phi_4_mini_instruct,gsm8k
oracle,2.9226666666666667,0.2152,0.2152,0.0,0.0,0.0,0.0,phi_4_mini_instruct,math
first_answer,1.0,0.0886666666666666,0.2152,0.1265333333333333,1.0,0.0,0.0,phi_4_mini_instruct,math
e_process,2.8,0.0046666666666666,0.2152,0.2105333333333333,0.182,0.618,0.618,phi_4_mini_instruct,math
hazard_drift,5.088,-0.0384,0.2152,0.2536,0.112,0.6166666666666667,2.5973333333333333,phi_4_mini_instruct,math
verifier_first_correct,10.770666666666669,-0.1605333333333333,0.2152,0.3757333333333333,0.0886666666666666,0.672,8.064,phi_4_mini_instruct,math
entropy_plateau,9.521333333333333,-0.2460666666666666,0.2152,0.4612666666666666,0.0253333333333333,0.9393333333333334,6.710666666666667,phi_4_mini_instruct,math
answer_stability,10.406,-0.2903,0.2152,0.5055,0.0173333333333333,0.952,7.559333333333333,phi_4_mini_instruct,math
empirical_bernstein,13.0,-0.4906666666666667,0.2152,0.7058666666666668,0.0086666666666666,0.9826666666666668,10.086,phi_4_mini_instruct,math
never_stop,14.0,-0.5246666666666666,0.2152,0.7398666666666667,0.0,0.9913333333333332,11.077333333333334,phi_4_mini_instruct,math
verifier_first_correct,2.069333333333333,0.8725333333333333,0.8322333333333333,-0.0403,0.6146666666666667,0.074,0.444,phi_4_mini_instruct,arc
oracle,2.4886666666666666,0.8322333333333333,0.8322333333333333,0.0,0.0,0.0,0.0,phi_4_mini_instruct,arc
hazard_drift,2.576,0.6791999999999999,0.8322333333333333,0.1530333333333333,0.128,0.2293333333333333,0.338,phi_4_mini_instruct,arc
answer_stability,4.028,0.6499333333333334,0.8322333333333333,0.1823,0.044,0.682,1.649333333333333,phi_4_mini_instruct,arc
entropy_plateau,3.4553333333333334,0.6472333333333333,0.8322333333333333,0.185,0.0906666666666666,0.5186666666666667,1.1406666666666667,phi_4_mini_instruct,arc
first_answer,1.0,0.6146666666666667,0.8322333333333333,0.2175666666666666,1.0,0.0,0.0,phi_4_mini_instruct,arc
e_process,6.8,0.4113333333333333,0.8322333333333333,0.4209,0.008,0.9806666666666668,4.32,phi_4_mini_instruct,arc
empirical_bernstein,7.0,0.4033333333333333,0.8322333333333333,0.4289,0.006,0.9826666666666668,4.517333333333333,phi_4_mini_instruct,arc
never_stop,8.0,0.3586666666666666,0.8322333333333333,0.4735666666666667,0.0,0.994,5.511333333333333,phi_4_mini_instruct,arc
oracle,2.732142857142857,0.4245535714285714,0.4245535714285714,0.0,0.0,0.0,0.0,phi_4_mini_instruct,gpqa
verifier_first_correct,5.898065476190476,0.3079241071428571,0.4245535714285714,0.1166294642857142,0.2641369047619047,0.447172619047619,3.577380952380953,phi_4_mini_instruct,gpqa
first_answer,1.0,0.2641369047619047,0.4245535714285714,0.1604166666666666,1.0,0.0,0.0,phi_4_mini_instruct,gpqa
hazard_drift,2.5535714285714284,0.2035714285714285,0.4245535714285714,0.2209821428571428,0.1882440476190476,0.2581845238095238,0.4032738095238095,phi_4_mini_instruct,gpqa
e_process,3.199404761904762,0.1616071428571428,0.4245535714285714,0.2629464285714286,0.1458333333333333,0.7752976190476191,0.9196428571428572,phi_4_mini_instruct,gpqa
entropy_plateau,3.625744047619048,0.1596354166666666,0.4245535714285714,0.2649181547619048,0.1369047619047619,0.5133928571428571,1.3177083333333333,phi_4_mini_instruct,gpqa
answer_stability,4.459077380952381,0.1291294642857142,0.4245535714285714,0.2954241071428571,0.1071428571428571,0.6458333333333334,2.0729166666666665,phi_4_mini_instruct,gpqa
empirical_bernstein,9.0,-0.1180059523809523,0.4245535714285714,0.5425595238095239,0.0126488095238095,0.9732142857142856,6.2805059523809526,phi_4_mini_instruct,gpqa
never_stop,10.0,-0.1635416666666666,0.4245535714285714,0.5880952380952381,0.0,0.9873511904761904,7.267857142857143,phi_4_mini_instruct,gpqa
oracle,2.523333333333333,0.6398333333333334,0.6398333333333334,0.0,0.0,0.0,0.0,internlm3_8b_instruct,gsm8k
verifier_first_correct,4.417333333333334,0.5564666666666667,0.6398333333333334,0.0833666666666666,0.2706666666666666,0.2726666666666666,2.1813333333333333,internlm3_8b_instruct,gsm8k
answer_stability,3.08,0.492,0.6398333333333334,0.1478333333333333,0.1046666666666666,0.544,0.7826666666666666,internlm3_8b_instruct,gsm8k
entropy_plateau,3.474,0.4882999999999999,0.6398333333333334,0.1515333333333333,0.086,0.6186666666666667,1.143333333333333,internlm3_8b_instruct,gsm8k
hazard_drift,3.6346666666666665,0.4829333333333333,0.6398333333333334,0.1568999999999999,0.0813333333333333,0.6733333333333333,1.298,internlm3_8b_instruct,gsm8k
e_process,4.2,0.4673333333333333,0.6398333333333334,0.1725,0.062,0.888,1.8173333333333328,internlm3_8b_instruct,gsm8k
empirical_bernstein,9.0,0.2806666666666666,0.6398333333333334,0.3591666666666667,0.0026666666666666,0.992,6.479333333333333,internlm3_8b_instruct,gsm8k
first_answer,1.0,0.2706666666666666,0.6398333333333334,0.3691666666666666,1.0,0.0,0.0,internlm3_8b_instruct,gsm8k
never_stop,10.0,0.2306666666666667,0.6398333333333334,0.4091666666666665,0.0,0.9973333333333332,7.476666666666667,internlm3_8b_instruct,gsm8k
oracle,2.4326666666666665,0.2157,0.2157,0.0,0.0,0.0,0.0,internlm3_8b_instruct,math
first_answer,1.0,0.112,0.2157,0.1036999999999999,1.0,0.0,0.0,internlm3_8b_instruct,math
e_process,3.0,0.0873333333333333,0.2157,0.1283666666666666,0.084,0.8693333333333333,0.8693333333333333,internlm3_8b_instruct,math
entropy_plateau,4.892,0.0307333333333333,0.2157,0.1849666666666666,0.042,0.7033333333333334,2.615333333333333,internlm3_8b_instruct,math
hazard_drift,4.4446666666666665,0.0264333333333333,0.2157,0.1892666666666666,0.076,0.5893333333333334,2.232,internlm3_8b_instruct,math
answer_stability,7.237333333333333,-0.0738666666666666,0.2157,0.2895666666666666,0.0246666666666666,0.7753333333333333,4.887333333333333,internlm3_8b_instruct,math
verifier_first_correct,10.746666666666666,-0.1913333333333333,0.2157,0.4070333333333333,0.112,0.704,8.448,internlm3_8b_instruct,math
empirical_bernstein,13.0,-0.3546666666666667,0.2157,0.5703666666666667,0.004,0.994,10.571333333333332,internlm3_8b_instruct,math
never_stop,14.0,-0.396,0.2157,0.6117,0.0,0.996,11.567333333333334,internlm3_8b_instruct,math
first_answer,1.0,0.8833333333333333,0.8500999999999999,-0.0332333333333333,1.0,0.0,0.0,internlm3_8b_instruct,arc
verifier_first_correct,1.656,0.8805333333333333,0.8500999999999999,-0.0304333333333333,0.8833333333333333,0.0866666666666666,0.52,internlm3_8b_instruct,arc
oracle,2.0246666666666666,0.8500999999999999,0.8500999999999999,0.0,0.0,0.0,0.0,internlm3_8b_instruct,arc
answer_stability,2.056666666666666,0.8371666666666666,0.8500999999999999,0.0129333333333333,0.0106666666666666,0.05,0.0513333333333333,internlm3_8b_instruct,arc
empirical_bernstein,2.0,0.8366666666666667,0.8500999999999999,0.0134333333333333,0.0146666666666666,0.0,0.0,internlm3_8b_instruct,arc
e_process,2.0,0.8366666666666667,0.8500999999999999,0.0134333333333333,0.0146666666666666,0.0,0.0,internlm3_8b_instruct,arc
hazard_drift,2.6146666666666665,0.8112666666666666,0.8500999999999999,0.0388333333333333,0.0066666666666666,0.268,0.604,internlm3_8b_instruct,arc
entropy_plateau,2.575333333333333,0.8112333333333333,0.8500999999999999,0.0388666666666666,0.008,0.296,0.566,internlm3_8b_instruct,arc
never_stop,8.0,0.5459999999999999,0.8500999999999999,0.3041,0.0,1.0,5.975333333333333,internlm3_8b_instruct,arc
oracle,2.1480654761904763,0.376376488095238,0.376376488095238,0.0,0.0,0.0,0.0,internlm3_8b_instruct,gpqa
first_answer,1.0,0.3519345238095238,0.376376488095238,0.0244419642857142,1.0,0.0,0.0,internlm3_8b_instruct,gpqa
e_process,2.0,0.313095238095238,0.376376488095238,0.06328125,0.0706845238095238,0.0,0.0,internlm3_8b_instruct,gpqa
hazard_drift,2.4538690476190474,0.2926339285714285,0.376376488095238,0.0837425595238095,0.0483630952380952,0.2581845238095238,0.4077380952380952,internlm3_8b_instruct,gpqa
answer_stability,2.790178571428572,0.280282738095238,0.376376488095238,0.09609375,0.03125,0.2998511904761904,0.7068452380952381,internlm3_8b_instruct,gpqa
entropy_plateau,3.155505952380953,0.2612723214285714,0.376376488095238,0.1151041666666666,0.03125,0.4880952380952381,1.0773809523809523,internlm3_8b_instruct,gpqa
verifier_first_correct,6.023065476190476,0.2168526785714285,0.376376488095238,0.1595238095238095,0.3519345238095238,0.5319940476190477,4.255952380952381,internlm3_8b_instruct,gpqa
empirical_bernstein,9.0,-0.0294642857142857,0.376376488095238,0.4058407738095238,0.0014880952380952,0.9970238095238096,6.853422619047619,internlm3_8b_instruct,gpqa
never_stop,10.0,-0.0809523809523809,0.376376488095238,0.457328869047619,0.0,0.9985119047619048,7.851934523809524,internlm3_8b_instruct,gpqa
oracle,2.5846666666666667,0.4274333333333333,0.4274333333333333,0.0,0.0,0.0,0.0,yi_1p5_9b_chat,gsm8k
verifier_first_correct,6.324666666666666,0.2511,0.4274333333333333,0.1763333333333333,0.0953333333333333,0.4826666666666667,3.8613333333333335,yi_1p5_9b_chat,gsm8k
answer_stability,4.235333333333333,0.2229,0.4274333333333333,0.2045333333333333,0.0673333333333333,0.7533333333333333,1.8233333333333333,yi_1p5_9b_chat,gsm8k
hazard_drift,3.9126666666666665,0.2197,0.4274333333333333,0.2077333333333333,0.09,0.6766666666666666,1.5433333333333332,yi_1p5_9b_chat,gsm8k
entropy_plateau,4.242,0.2019,0.4274333333333333,0.2255333333333333,0.0813333333333333,0.718,1.895333333333333,yi_1p5_9b_chat,gsm8k
e_process,3.6,0.1933333333333333,0.4274333333333333,0.2340999999999999,0.1033333333333333,0.8226666666666667,1.266,yi_1p5_9b_chat,gsm8k
first_answer,1.0,0.0953333333333333,0.4274333333333333,0.3321,1.0,0.0,0.0,yi_1p5_9b_chat,gsm8k
empirical_bernstein,9.0,-0.0333333333333333,0.4274333333333333,0.4607666666666667,0.0053333333333333,0.992,6.4206666666666665,yi_1p5_9b_chat,gsm8k
never_stop,10.0,-0.0693333333333333,0.4274333333333333,0.4967666666666666,0.0,0.9946666666666668,7.415333333333334,yi_1p5_9b_chat,gsm8k
oracle,2.3769179452968645,0.1646430953969312,0.1646430953969312,0.0,0.0,0.0,0.0,yi_1p5_9b_chat,math
first_answer,1.0,0.1167444963308872,0.1646430953969312,0.047898599066044,1.0,0.0,0.0,yi_1p5_9b_chat,math
e_process,2.0,0.0700800533689126,0.1646430953969312,0.0945630420280186,0.1134089392928619,0.0,0.0,yi_1p5_9b_chat,math
hazard_drift,4.4949966644429615,-0.0306537691794529,0.1646430953969312,0.1952968645763842,0.0713809206137425,0.4663108739159439,2.3502334889926617,yi_1p5_9b_chat,math
entropy_plateau,4.959973315543696,-0.0465643762508339,0.1646430953969312,0.2112074716477651,0.0473649099399599,0.6117411607738492,2.751834556370914,yi_1p5_9b_chat,math
answer_stability,5.744496330887258,-0.0831220813875917,0.1646430953969312,0.247765176784523,0.0453635757171447,0.6297531687791861,3.5283522348232155,yi_1p5_9b_chat,math
verifier_first_correct,11.222148098732488,-0.2622748498999333,0.1646430953969312,0.4269179452968645,0.1167444963308872,0.7511674449633089,9.014009339559706,yi_1p5_9b_chat,math
empirical_bernstein,13.0,-0.4465643762508339,0.1646430953969312,0.6112074716477652,0.0013342228152101,0.9953302201467644,10.624416277518346,yi_1p5_9b_chat,math
never_stop,14.0,-0.4945630420280187,0.1646430953969312,0.6592061374249499,0.0,0.99866577718479,11.623082054703136,yi_1p5_9b_chat,math
verifier_first_correct,1.9366666666666668,0.8471666666666666,0.8203,-0.0268666666666667,0.814,0.106,0.636,yi_1p5_9b_chat,arc
oracle,2.1406666666666667,0.8203,0.8203,0.0,0.0,0.0,0.0,yi_1p5_9b_chat,arc
first_answer,1.0,0.814,0.8203,0.0062999999999999,1.0,0.0,0.0,yi_1p5_9b_chat,arc
answer_stability,2.191333333333333,0.7684333333333332,0.8203,0.0518666666666666,0.038,0.082,0.1406666666666666,yi_1p5_9b_chat,arc
empirical_bernstein,2.0,0.7666666666666667,0.8203,0.0536333333333333,0.0606666666666666,0.0,0.0,yi_1p5_9b_chat,arc
e_process,2.0,0.7666666666666667,0.8203,0.0536333333333333,0.0606666666666666,0.0,0.0,yi_1p5_9b_chat,arc
hazard_drift,2.1813333333333333,0.7662666666666665,0.8203,0.0540333333333333,0.0406666666666666,0.0786666666666666,0.1346666666666666,yi_1p5_9b_chat,arc
entropy_plateau,2.3986666666666667,0.7540666666666666,0.8203,0.0662333333333333,0.0366666666666666,0.152,0.344,yi_1p5_9b_chat,arc
