model,feature,coefficient
correctness_probe,step,-0.4706122456267242
correctness_probe,entropy_mean,-0.15096002573115166
correctness_probe,entropy_std,0.00782295208367158
correctness_probe,confidence,0.6909275352978288
correctness_probe,answer_changed,-0.4924775042169636
correctness_probe,thought_token_count,-0.2938633794009027
correctness_probe,hidden_l2_shift,-0.19145258170827836
correctness_probe,hidden_cosine_shift,0.2934961999991139
correctness_probe,lexical_echo,0.017072407864268734
correctness_probe,verbose_confidence_proxy,0.3571878606599756
repair_hazard,step,-0.26879805048111993
repair_hazard,entropy_mean,-0.1404552180490817
repair_hazard,entropy_std,0.1123098939476975
repair_hazard,confidence,0.025465421611657647
repair_hazard,answer_changed,0.47062876799981096
repair_hazard,thought_token_count,0.16117612862724123
repair_hazard,hidden_l2_shift,0.4980487924201188
repair_hazard,hidden_cosine_shift,-0.4385827597235287
repair_hazard,lexical_echo,-0.14463138122729186
repair_hazard,verbose_confidence_proxy,-0.5160033874626447
corruption_hazard,step,-0.13569540907402267
corruption_hazard,entropy_mean,0.08956081109331582
corruption_hazard,entropy_std,0.2354560526540629
corruption_hazard,confidence,0.13491391543610126
corruption_hazard,answer_changed,0.37591305303689976
corruption_hazard,thought_token_count,0.5587983030620067
corruption_hazard,hidden_l2_shift,0.537435262854504
corruption_hazard,hidden_cosine_shift,-0.438806681225686
corruption_hazard,lexical_echo,-0.08375945949111765
corruption_hazard,verbose_confidence_proxy,-0.6509969020633688
