model,feature,coefficient
correctness_probe,step,-0.19908826681209787
correctness_probe,entropy_mean,0.4442613726403761
correctness_probe,entropy_std,-0.4690403365416685
correctness_probe,confidence,0.7624321702479184
correctness_probe,answer_changed,-0.382278860152546
correctness_probe,thought_token_count,0.16655127362435457
correctness_probe,hidden_l2_shift,0.015149410513317241
correctness_probe,hidden_cosine_shift,0.21066757795686059
correctness_probe,lexical_echo,0.10576319838915768
correctness_probe,verbose_confidence_proxy,-0.6747279793437813
repair_hazard,step,-0.0060622715112748065
repair_hazard,entropy_mean,0.27442398342624985
repair_hazard,entropy_std,-0.14355620594090476
repair_hazard,confidence,-0.2549243826931308
repair_hazard,answer_changed,0.7293629773700363
repair_hazard,thought_token_count,-0.21716313858574732
repair_hazard,hidden_l2_shift,-0.03489327570182704
repair_hazard,hidden_cosine_shift,0.20747738929117213
repair_hazard,lexical_echo,-0.24048038956691672
repair_hazard,verbose_confidence_proxy,0.24310813866359074
corruption_hazard,step,-0.477359776215862
corruption_hazard,entropy_mean,-0.3064644801667607
corruption_hazard,entropy_std,0.623745935276417
corruption_hazard,confidence,-0.10067737502715794
corruption_hazard,answer_changed,0.5717434647993237
corruption_hazard,thought_token_count,0.20828283165376107
corruption_hazard,hidden_l2_shift,0.44083137390225924
corruption_hazard,hidden_cosine_shift,-0.3354529650580514
corruption_hazard,lexical_echo,0.021070988444559593
corruption_hazard,verbose_confidence_proxy,-0.275172030612366
