model,feature,coefficient
correctness_probe,step,0.13401150498829562
correctness_probe,entropy_mean,-0.2371273092900323
correctness_probe,entropy_std,0.2676363840336536
correctness_probe,confidence,1.8100153723705874
correctness_probe,answer_changed,-0.03365711402658858
correctness_probe,thought_token_count,0.038685055854804466
correctness_probe,hidden_l2_shift,0.057822474772332516
correctness_probe,hidden_cosine_shift,0.018544796197811814
correctness_probe,lexical_echo,-0.022053584319136982
correctness_probe,verbose_confidence_proxy,-1.0348853242944105
repair_hazard,step,-0.565580731414475
repair_hazard,entropy_mean,-0.12103834758471758
repair_hazard,entropy_std,-0.4971002070838924
repair_hazard,confidence,0.05140105942741838
repair_hazard,answer_changed,0.13379876323428205
repair_hazard,thought_token_count,0.19580091138477204
repair_hazard,hidden_l2_shift,0.2039774371300716
repair_hazard,hidden_cosine_shift,-0.26884374384959986
repair_hazard,lexical_echo,-0.25430512517779313
repair_hazard,verbose_confidence_proxy,-0.17566300402380058
corruption_hazard,step,-0.2109845523126393
corruption_hazard,entropy_mean,0.5619564529532202
corruption_hazard,entropy_std,-0.7111707142137069
corruption_hazard,confidence,-0.25261178128785566
corruption_hazard,answer_changed,0.6625172988167434
corruption_hazard,thought_token_count,-0.1135276154570521
corruption_hazard,hidden_l2_shift,-0.06377297723650187
corruption_hazard,hidden_cosine_shift,0.07754024202277866
corruption_hazard,lexical_echo,-0.46112957478009564
corruption_hazard,verbose_confidence_proxy,0.27146116660429503
