run_id,brier,auc
deepseek_r1_distill_7b__gsm8k_train_00000_b5828bc4__temp0.10__seed7,0.15957170139834279,0.8888888888888888
deepseek_r1_distill_7b__gsm8k_train_00000_b5828bc4__temp0.60__seed7,0.16391297158470525,0.7083333333333334
deepseek_r1_distill_7b__gsm8k_train_00000_b5828bc4__temp1.00__seed7,0.18189426787509508,0.8333333333333333
deepseek_r1_distill_7b__gsm8k_train_00001_3691caf7__temp0.10__seed7,0.1788804458145889,0.6875
deepseek_r1_distill_7b__gsm8k_train_00001_3691caf7__temp0.60__seed7,0.21342943696334066,0.75
deepseek_r1_distill_7b__gsm8k_train_00001_3691caf7__temp1.00__seed7,0.1968148307065572,0.6666666666666666
deepseek_r1_distill_7b__gsm8k_train_00002_ae407466__temp0.10__seed7,0.4685713272749933,
deepseek_r1_distill_7b__gsm8k_train_00002_ae407466__temp0.60__seed7,0.1563542994361386,0.9047619047619049
deepseek_r1_distill_7b__gsm8k_train_00002_ae407466__temp1.00__seed7,0.25893841515561933,0.5416666666666667
deepseek_r1_distill_7b__gsm8k_train_00003_135cf83f__temp0.10__seed7,0.09186019476276458,
deepseek_r1_distill_7b__gsm8k_train_00003_135cf83f__temp0.60__seed7,0.12439274148332494,0.625
deepseek_r1_distill_7b__gsm8k_train_00003_135cf83f__temp1.00__seed7,0.07213277510151969,
deepseek_r1_distill_7b__gsm8k_train_00004_3ee48c01__temp0.10__seed7,0.36494136581213615,0.23809523809523808
deepseek_r1_distill_7b__gsm8k_train_00004_3ee48c01__temp0.60__seed7,0.23347365716800436,0.6666666666666666
deepseek_r1_distill_7b__gsm8k_train_00004_3ee48c01__temp1.00__seed7,0.219768311031136,0.6666666666666667
deepseek_r1_distill_7b__gsm8k_train_00005_d0817615__temp0.10__seed7,0.5297682454186036,0.11111111111111116
deepseek_r1_distill_7b__gsm8k_train_00005_d0817615__temp0.60__seed7,0.1482198376790253,0.875
deepseek_r1_distill_7b__gsm8k_train_00005_d0817615__temp1.00__seed7,0.1838506477075113,0.8571428571428571
deepseek_r1_distill_7b__gsm8k_train_00006_4cf43e2d__temp0.10__seed7,0.27607055174836004,0.5238095238095238
deepseek_r1_distill_7b__gsm8k_train_00006_4cf43e2d__temp0.60__seed7,0.30033444491025496,0.5416666666666667
deepseek_r1_distill_7b__gsm8k_train_00006_4cf43e2d__temp1.00__seed7,0.14209177078952545,0.9047619047619048
deepseek_r1_distill_7b__gsm8k_train_00007_40d1aba4__temp0.10__seed7,0.16819028755886187,0.9166666666666666
deepseek_r1_distill_7b__gsm8k_train_00007_40d1aba4__temp0.60__seed7,0.3268312295326844,0.375
deepseek_r1_distill_7b__gsm8k_train_00007_40d1aba4__temp1.00__seed7,0.2663732492551175,0.3333333333333333
deepseek_r1_distill_7b__gsm8k_train_00008_cd4fe6cf__temp0.10__seed7,0.307347315064072,0.25
deepseek_r1_distill_7b__gsm8k_train_00008_cd4fe6cf__temp0.60__seed7,0.21999058071575486,0.625
deepseek_r1_distill_7b__gsm8k_train_00008_cd4fe6cf__temp1.00__seed7,0.19954973126497538,0.8400000000000001
deepseek_r1_distill_7b__gsm8k_train_00009_a1cbbbd0__temp0.10__seed7,0.20675263295927823,0.6190476190476191
deepseek_r1_distill_7b__gsm8k_train_00009_a1cbbbd0__temp0.60__seed7,0.13712013065745363,0.9047619047619048
deepseek_r1_distill_7b__gsm8k_train_00009_a1cbbbd0__temp1.00__seed7,0.20362076673366142,0.76
deepseek_r1_distill_7b__gsm8k_train_00010_8c587dfb__temp0.10__seed7,0.2080455788709183,0.625
deepseek_r1_distill_7b__gsm8k_train_00010_8c587dfb__temp0.60__seed7,0.35767948907588126,0.19047619047619047
deepseek_r1_distill_7b__gsm8k_train_00010_8c587dfb__temp1.00__seed7,0.23984901699425926,0.5833333333333334
deepseek_r1_distill_7b__gsm8k_train_00011_127045f3__temp0.10__seed7,0.09606399786242552,1.0
deepseek_r1_distill_7b__gsm8k_train_00011_127045f3__temp0.60__seed7,0.24257367441845545,0.7083333333333334
deepseek_r1_distill_7b__gsm8k_train_00011_127045f3__temp1.00__seed7,0.18160856657620722,0.875
deepseek_r1_distill_7b__gsm8k_train_00012_6cf7f4b8__temp0.10__seed7,0.18184522120138352,0.75
deepseek_r1_distill_7b__gsm8k_train_00012_6cf7f4b8__temp0.60__seed7,0.24400106130860072,0.7083333333333334
deepseek_r1_distill_7b__gsm8k_train_00012_6cf7f4b8__temp1.00__seed7,0.17348023641338123,0.84
deepseek_r1_distill_7b__gsm8k_train_00013_6f2b17c2__temp0.10__seed7,0.07822393487829496,
deepseek_r1_distill_7b__gsm8k_train_00013_6f2b17c2__temp0.60__seed7,0.2159313677928895,0.7916666666666666
