run_id,task_id,detector,stop_step,stop_utility,oracle_step,oracle_utility,oracle_gap,false_early,false_late,false_late_severity,out_of_sample
qwen2p5_0p5b__arc_test_00004_89613a4b__temp1.00__seed7,arc_test_00004_89613a4b,verifier_first_correct,8,-0.35,2,-0.05,0.3,0,1,6,1
qwen2p5_0p5b__arc_test_00004_89613a4b__temp1.00__seed7,arc_test_00004_89613a4b,answer_stability,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00004_89613a4b__temp1.00__seed7,arc_test_00004_89613a4b,entropy_plateau,5,-0.2,2,-0.05,0.15000000000000002,0,1,3,1
qwen2p5_0p5b__arc_test_00004_89613a4b__temp1.00__seed7,arc_test_00004_89613a4b,hazard_drift,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00004_89613a4b__temp1.00__seed7,arc_test_00004_89613a4b,empirical_bernstein,7,-0.3,2,-0.05,0.25,0,1,5,1
qwen2p5_0p5b__arc_test_00004_89613a4b__temp1.00__seed7,arc_test_00004_89613a4b,e_process,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00004_89613a4b__temp1.00__seed7,arc_test_00004_89613a4b,never_stop,8,-0.35,2,-0.05,0.3,0,1,6,1
qwen2p5_0p5b__arc_test_00006_73fea8aa__temp0.60__seed7,arc_test_00006_73fea8aa,oracle,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00006_73fea8aa__temp0.60__seed7,arc_test_00006_73fea8aa,first_answer,1,1.0,2,0.95,-0.050000000000000044,1,0,0,1
qwen2p5_0p5b__arc_test_00006_73fea8aa__temp0.60__seed7,arc_test_00006_73fea8aa,verifier_first_correct,1,1.0,2,0.95,-0.050000000000000044,1,0,0,1
qwen2p5_0p5b__arc_test_00006_73fea8aa__temp0.60__seed7,arc_test_00006_73fea8aa,answer_stability,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00006_73fea8aa__temp0.60__seed7,arc_test_00006_73fea8aa,entropy_plateau,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00006_73fea8aa__temp0.60__seed7,arc_test_00006_73fea8aa,hazard_drift,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00006_73fea8aa__temp0.60__seed7,arc_test_00006_73fea8aa,empirical_bernstein,7,0.7,2,0.95,0.25,0,1,5,1
qwen2p5_0p5b__arc_test_00006_73fea8aa__temp0.60__seed7,arc_test_00006_73fea8aa,e_process,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00006_73fea8aa__temp0.60__seed7,arc_test_00006_73fea8aa,never_stop,8,0.6499999999999999,2,0.95,0.30000000000000004,0,1,6,1
qwen2p5_0p5b__arc_test_00008_3926edfe__temp0.10__seed7,arc_test_00008_3926edfe,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00008_3926edfe__temp0.10__seed7,arc_test_00008_3926edfe,first_answer,1,0.0,2,-0.05,-0.05,1,0,0,1
qwen2p5_0p5b__arc_test_00008_3926edfe__temp0.10__seed7,arc_test_00008_3926edfe,verifier_first_correct,8,-0.35,2,-0.05,0.3,0,1,6,1
qwen2p5_0p5b__arc_test_00008_3926edfe__temp0.10__seed7,arc_test_00008_3926edfe,answer_stability,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00008_3926edfe__temp0.10__seed7,arc_test_00008_3926edfe,entropy_plateau,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00008_3926edfe__temp0.10__seed7,arc_test_00008_3926edfe,hazard_drift,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00008_3926edfe__temp0.10__seed7,arc_test_00008_3926edfe,empirical_bernstein,7,-0.3,2,-0.05,0.25,0,1,5,1
qwen2p5_0p5b__arc_test_00008_3926edfe__temp0.10__seed7,arc_test_00008_3926edfe,e_process,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00008_3926edfe__temp0.10__seed7,arc_test_00008_3926edfe,never_stop,8,-0.35,2,-0.05,0.3,0,1,6,1
qwen2p5_0p5b__arc_test_00009_0cb3f159__temp1.00__seed7,arc_test_00009_0cb3f159,oracle,3,0.9,3,0.9,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00009_0cb3f159__temp1.00__seed7,arc_test_00009_0cb3f159,first_answer,1,1.0,3,0.9,-0.09999999999999998,1,0,0,1
qwen2p5_0p5b__arc_test_00009_0cb3f159__temp1.00__seed7,arc_test_00009_0cb3f159,verifier_first_correct,1,1.0,3,0.9,-0.09999999999999998,1,0,0,1
qwen2p5_0p5b__arc_test_00009_0cb3f159__temp1.00__seed7,arc_test_00009_0cb3f159,answer_stability,4,0.85,3,0.9,0.050000000000000044,0,1,1,1
qwen2p5_0p5b__arc_test_00009_0cb3f159__temp1.00__seed7,arc_test_00009_0cb3f159,entropy_plateau,4,0.85,3,0.9,0.050000000000000044,0,1,1,1
qwen2p5_0p5b__arc_test_00009_0cb3f159__temp1.00__seed7,arc_test_00009_0cb3f159,hazard_drift,4,0.85,3,0.9,0.050000000000000044,0,1,1,1
qwen2p5_0p5b__arc_test_00009_0cb3f159__temp1.00__seed7,arc_test_00009_0cb3f159,empirical_bernstein,7,0.7,3,0.9,0.20000000000000007,0,1,4,1
qwen2p5_0p5b__arc_test_00009_0cb3f159__temp1.00__seed7,arc_test_00009_0cb3f159,e_process,2,-0.05,3,0.9,0.9500000000000001,1,0,0,1
qwen2p5_0p5b__arc_test_00009_0cb3f159__temp1.00__seed7,arc_test_00009_0cb3f159,never_stop,8,-0.35,3,0.9,1.25,0,1,5,1
qwen2p5_0p5b__arc_test_00011_0a8e7a55__temp0.60__seed7,arc_test_00011_0a8e7a55,oracle,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00011_0a8e7a55__temp0.60__seed7,arc_test_00011_0a8e7a55,first_answer,1,1.0,2,0.95,-0.050000000000000044,1,0,0,1
qwen2p5_0p5b__arc_test_00011_0a8e7a55__temp0.60__seed7,arc_test_00011_0a8e7a55,verifier_first_correct,1,1.0,2,0.95,-0.050000000000000044,1,0,0,1
qwen2p5_0p5b__arc_test_00011_0a8e7a55__temp0.60__seed7,arc_test_00011_0a8e7a55,answer_stability,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00011_0a8e7a55__temp0.60__seed7,arc_test_00011_0a8e7a55,entropy_plateau,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00011_0a8e7a55__temp0.60__seed7,arc_test_00011_0a8e7a55,hazard_drift,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00011_0a8e7a55__temp0.60__seed7,arc_test_00011_0a8e7a55,empirical_bernstein,7,0.7,2,0.95,0.25,0,1,5,1
qwen2p5_0p5b__arc_test_00011_0a8e7a55__temp0.60__seed7,arc_test_00011_0a8e7a55,e_process,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00011_0a8e7a55__temp0.60__seed7,arc_test_00011_0a8e7a55,never_stop,8,0.6499999999999999,2,0.95,0.30000000000000004,0,1,6,1
qwen2p5_0p5b__arc_test_00013_6647a8fe__temp0.10__seed7,arc_test_00013_6647a8fe,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00013_6647a8fe__temp0.10__seed7,arc_test_00013_6647a8fe,first_answer,1,0.0,2,-0.05,-0.05,1,0,0,1
qwen2p5_0p5b__arc_test_00013_6647a8fe__temp0.10__seed7,arc_test_00013_6647a8fe,verifier_first_correct,8,-0.35,2,-0.05,0.3,0,1,6,1
qwen2p5_0p5b__arc_test_00013_6647a8fe__temp0.10__seed7,arc_test_00013_6647a8fe,answer_stability,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00013_6647a8fe__temp0.10__seed7,arc_test_00013_6647a8fe,entropy_plateau,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00013_6647a8fe__temp0.10__seed7,arc_test_00013_6647a8fe,hazard_drift,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00013_6647a8fe__temp0.10__seed7,arc_test_00013_6647a8fe,empirical_bernstein,7,-0.3,2,-0.05,0.25,0,1,5,1
qwen2p5_0p5b__arc_test_00013_6647a8fe__temp0.10__seed7,arc_test_00013_6647a8fe,e_process,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00013_6647a8fe__temp0.10__seed7,arc_test_00013_6647a8fe,never_stop,8,-0.35,2,-0.05,0.3,0,1,6,1
qwen2p5_0p5b__arc_test_00014_7f872561__temp1.00__seed7,arc_test_00014_7f872561,oracle,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00014_7f872561__temp1.00__seed7,arc_test_00014_7f872561,first_answer,1,1.0,2,0.95,-0.050000000000000044,1,0,0,1
qwen2p5_0p5b__arc_test_00014_7f872561__temp1.00__seed7,arc_test_00014_7f872561,verifier_first_correct,1,1.0,2,0.95,-0.050000000000000044,1,0,0,1
qwen2p5_0p5b__arc_test_00014_7f872561__temp1.00__seed7,arc_test_00014_7f872561,answer_stability,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00014_7f872561__temp1.00__seed7,arc_test_00014_7f872561,entropy_plateau,3,0.9,2,0.95,0.04999999999999993,0,1,1,1
qwen2p5_0p5b__arc_test_00014_7f872561__temp1.00__seed7,arc_test_00014_7f872561,hazard_drift,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00014_7f872561__temp1.00__seed7,arc_test_00014_7f872561,empirical_bernstein,7,0.7,2,0.95,0.25,0,1,5,1
qwen2p5_0p5b__arc_test_00014_7f872561__temp1.00__seed7,arc_test_00014_7f872561,e_process,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00014_7f872561__temp1.00__seed7,arc_test_00014_7f872561,never_stop,8,0.6499999999999999,2,0.95,0.30000000000000004,0,1,6,1
qwen2p5_0p5b__arc_test_00016_75d83e3f__temp0.60__seed7,arc_test_00016_75d83e3f,oracle,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00016_75d83e3f__temp0.60__seed7,arc_test_00016_75d83e3f,first_answer,1,1.0,2,0.95,-0.050000000000000044,1,0,0,1
qwen2p5_0p5b__arc_test_00016_75d83e3f__temp0.60__seed7,arc_test_00016_75d83e3f,verifier_first_correct,1,1.0,2,0.95,-0.050000000000000044,1,0,0,1
qwen2p5_0p5b__arc_test_00016_75d83e3f__temp0.60__seed7,arc_test_00016_75d83e3f,answer_stability,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00016_75d83e3f__temp0.60__seed7,arc_test_00016_75d83e3f,entropy_plateau,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00016_75d83e3f__temp0.60__seed7,arc_test_00016_75d83e3f,hazard_drift,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00016_75d83e3f__temp0.60__seed7,arc_test_00016_75d83e3f,empirical_bernstein,7,0.7,2,0.95,0.25,0,1,5,1
qwen2p5_0p5b__arc_test_00016_75d83e3f__temp0.60__seed7,arc_test_00016_75d83e3f,e_process,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00016_75d83e3f__temp0.60__seed7,arc_test_00016_75d83e3f,never_stop,8,0.6499999999999999,2,0.95,0.30000000000000004,0,1,6,1
qwen2p5_0p5b__arc_test_00018_9925db26__temp0.10__seed7,arc_test_00018_9925db26,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00018_9925db26__temp0.10__seed7,arc_test_00018_9925db26,first_answer,1,0.0,2,-0.05,-0.05,1,0,0,1
qwen2p5_0p5b__arc_test_00018_9925db26__temp0.10__seed7,arc_test_00018_9925db26,verifier_first_correct,8,-0.35,2,-0.05,0.3,0,1,6,1
qwen2p5_0p5b__arc_test_00018_9925db26__temp0.10__seed7,arc_test_00018_9925db26,answer_stability,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00018_9925db26__temp0.10__seed7,arc_test_00018_9925db26,entropy_plateau,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00018_9925db26__temp0.10__seed7,arc_test_00018_9925db26,hazard_drift,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00018_9925db26__temp0.10__seed7,arc_test_00018_9925db26,empirical_bernstein,7,-0.3,2,-0.05,0.25,0,1,5,1
qwen2p5_0p5b__arc_test_00018_9925db26__temp0.10__seed7,arc_test_00018_9925db26,e_process,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00018_9925db26__temp0.10__seed7,arc_test_00018_9925db26,never_stop,8,-0.35,2,-0.05,0.3,0,1,6,1
qwen2p5_0p5b__arc_test_00019_1a50b7f7__temp1.00__seed7,arc_test_00019_1a50b7f7,oracle,3,0.9,3,0.9,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00019_1a50b7f7__temp1.00__seed7,arc_test_00019_1a50b7f7,first_answer,1,1.0,3,0.9,-0.09999999999999998,1,0,0,1
qwen2p5_0p5b__arc_test_00019_1a50b7f7__temp1.00__seed7,arc_test_00019_1a50b7f7,verifier_first_correct,1,1.0,3,0.9,-0.09999999999999998,1,0,0,1
qwen2p5_0p5b__arc_test_00019_1a50b7f7__temp1.00__seed7,arc_test_00019_1a50b7f7,answer_stability,4,0.85,3,0.9,0.050000000000000044,0,1,1,1
qwen2p5_0p5b__arc_test_00019_1a50b7f7__temp1.00__seed7,arc_test_00019_1a50b7f7,entropy_plateau,4,0.85,3,0.9,0.050000000000000044,0,1,1,1
qwen2p5_0p5b__arc_test_00019_1a50b7f7__temp1.00__seed7,arc_test_00019_1a50b7f7,hazard_drift,4,0.85,3,0.9,0.050000000000000044,0,1,1,1
qwen2p5_0p5b__arc_test_00019_1a50b7f7__temp1.00__seed7,arc_test_00019_1a50b7f7,empirical_bernstein,7,0.7,3,0.9,0.20000000000000007,0,1,4,1
qwen2p5_0p5b__arc_test_00019_1a50b7f7__temp1.00__seed7,arc_test_00019_1a50b7f7,e_process,2,-0.05,3,0.9,0.9500000000000001,1,0,0,1
qwen2p5_0p5b__arc_test_00019_1a50b7f7__temp1.00__seed7,arc_test_00019_1a50b7f7,never_stop,8,0.6499999999999999,3,0.9,0.2500000000000001,0,1,5,1
qwen2p5_0p5b__arc_test_00021_ce0d3229__temp0.60__seed7,arc_test_00021_ce0d3229,oracle,4,0.85,4,0.85,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00021_ce0d3229__temp0.60__seed7,arc_test_00021_ce0d3229,first_answer,1,1.0,4,0.85,-0.15000000000000002,1,0,0,1
qwen2p5_0p5b__arc_test_00021_ce0d3229__temp0.60__seed7,arc_test_00021_ce0d3229,verifier_first_correct,1,1.0,4,0.85,-0.15000000000000002,1,0,0,1
qwen2p5_0p5b__arc_test_00021_ce0d3229__temp0.60__seed7,arc_test_00021_ce0d3229,answer_stability,3,-0.1,4,0.85,0.95,1,0,0,1
qwen2p5_0p5b__arc_test_00021_ce0d3229__temp0.60__seed7,arc_test_00021_ce0d3229,entropy_plateau,3,-0.1,4,0.85,0.95,1,0,0,1
qwen2p5_0p5b__arc_test_00021_ce0d3229__temp0.60__seed7,arc_test_00021_ce0d3229,hazard_drift,3,-0.1,4,0.85,0.95,1,0,0,1
qwen2p5_0p5b__arc_test_00021_ce0d3229__temp0.60__seed7,arc_test_00021_ce0d3229,empirical_bernstein,7,0.7,4,0.85,0.15000000000000002,0,1,3,1
qwen2p5_0p5b__arc_test_00021_ce0d3229__temp0.60__seed7,arc_test_00021_ce0d3229,e_process,2,-0.05,4,0.85,0.9,1,0,0,1
qwen2p5_0p5b__arc_test_00021_ce0d3229__temp0.60__seed7,arc_test_00021_ce0d3229,never_stop,8,0.6499999999999999,4,0.85,0.20000000000000007,0,1,4,1
qwen2p5_0p5b__arc_test_00023_56ce0db0__temp0.10__seed7,arc_test_00023_56ce0db0,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00023_56ce0db0__temp0.10__seed7,arc_test_00023_56ce0db0,first_answer,1,0.0,2,-0.05,-0.05,1,0,0,1
qwen2p5_0p5b__arc_test_00023_56ce0db0__temp0.10__seed7,arc_test_00023_56ce0db0,verifier_first_correct,8,-0.35,2,-0.05,0.3,0,1,6,1
qwen2p5_0p5b__arc_test_00023_56ce0db0__temp0.10__seed7,arc_test_00023_56ce0db0,answer_stability,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00023_56ce0db0__temp0.10__seed7,arc_test_00023_56ce0db0,entropy_plateau,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00023_56ce0db0__temp0.10__seed7,arc_test_00023_56ce0db0,hazard_drift,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00023_56ce0db0__temp0.10__seed7,arc_test_00023_56ce0db0,empirical_bernstein,7,-0.3,2,-0.05,0.25,0,1,5,1
qwen2p5_0p5b__arc_test_00023_56ce0db0__temp0.10__seed7,arc_test_00023_56ce0db0,e_process,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00023_56ce0db0__temp0.10__seed7,arc_test_00023_56ce0db0,never_stop,8,-0.35,2,-0.05,0.3,0,1,6,1
qwen2p5_0p5b__arc_test_00024_75e3f15b__temp1.00__seed7,arc_test_00024_75e3f15b,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00024_75e3f15b__temp1.00__seed7,arc_test_00024_75e3f15b,first_answer,1,0.0,2,-0.05,-0.05,1,0,0,1
qwen2p5_0p5b__arc_test_00024_75e3f15b__temp1.00__seed7,arc_test_00024_75e3f15b,verifier_first_correct,8,-0.35,2,-0.05,0.3,0,1,6,1
qwen2p5_0p5b__arc_test_00024_75e3f15b__temp1.00__seed7,arc_test_00024_75e3f15b,answer_stability,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00024_75e3f15b__temp1.00__seed7,arc_test_00024_75e3f15b,entropy_plateau,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00024_75e3f15b__temp1.00__seed7,arc_test_00024_75e3f15b,hazard_drift,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00024_75e3f15b__temp1.00__seed7,arc_test_00024_75e3f15b,empirical_bernstein,7,-0.3,2,-0.05,0.25,0,1,5,1
qwen2p5_0p5b__arc_test_00024_75e3f15b__temp1.00__seed7,arc_test_00024_75e3f15b,e_process,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00024_75e3f15b__temp1.00__seed7,arc_test_00024_75e3f15b,never_stop,8,-0.35,2,-0.05,0.3,0,1,6,1
qwen2p5_0p5b__arc_test_00026_653ac6a4__temp0.60__seed7,arc_test_00026_653ac6a4,oracle,3,0.9,3,0.9,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00026_653ac6a4__temp0.60__seed7,arc_test_00026_653ac6a4,first_answer,1,0.0,3,0.9,0.9,1,0,0,1
qwen2p5_0p5b__arc_test_00026_653ac6a4__temp0.60__seed7,arc_test_00026_653ac6a4,verifier_first_correct,3,0.9,3,0.9,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00026_653ac6a4__temp0.60__seed7,arc_test_00026_653ac6a4,answer_stability,2,-0.05,3,0.9,0.9500000000000001,1,0,0,1
qwen2p5_0p5b__arc_test_00026_653ac6a4__temp0.60__seed7,arc_test_00026_653ac6a4,entropy_plateau,2,-0.05,3,0.9,0.9500000000000001,1,0,0,1
qwen2p5_0p5b__arc_test_00026_653ac6a4__temp0.60__seed7,arc_test_00026_653ac6a4,hazard_drift,2,-0.05,3,0.9,0.9500000000000001,1,0,0,1
qwen2p5_0p5b__arc_test_00026_653ac6a4__temp0.60__seed7,arc_test_00026_653ac6a4,empirical_bernstein,7,-0.3,3,0.9,1.2,0,1,4,1
qwen2p5_0p5b__arc_test_00026_653ac6a4__temp0.60__seed7,arc_test_00026_653ac6a4,e_process,2,-0.05,3,0.9,0.9500000000000001,1,0,0,1
qwen2p5_0p5b__arc_test_00026_653ac6a4__temp0.60__seed7,arc_test_00026_653ac6a4,never_stop,8,-0.35,3,0.9,1.25,0,1,5,1
qwen2p5_0p5b__arc_test_00028_de472a7b__temp0.10__seed7,arc_test_00028_de472a7b,oracle,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00028_de472a7b__temp0.10__seed7,arc_test_00028_de472a7b,first_answer,1,1.0,2,0.95,-0.050000000000000044,1,0,0,1
qwen2p5_0p5b__arc_test_00028_de472a7b__temp0.10__seed7,arc_test_00028_de472a7b,verifier_first_correct,1,1.0,2,0.95,-0.050000000000000044,1,0,0,1
qwen2p5_0p5b__arc_test_00028_de472a7b__temp0.10__seed7,arc_test_00028_de472a7b,answer_stability,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00028_de472a7b__temp0.10__seed7,arc_test_00028_de472a7b,entropy_plateau,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00028_de472a7b__temp0.10__seed7,arc_test_00028_de472a7b,hazard_drift,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00028_de472a7b__temp0.10__seed7,arc_test_00028_de472a7b,empirical_bernstein,7,0.7,2,0.95,0.25,0,1,5,1
qwen2p5_0p5b__arc_test_00028_de472a7b__temp0.10__seed7,arc_test_00028_de472a7b,e_process,2,0.95,2,0.95,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00028_de472a7b__temp0.10__seed7,arc_test_00028_de472a7b,never_stop,8,0.6499999999999999,2,0.95,0.30000000000000004,0,1,6,1
qwen2p5_0p5b__arc_test_00029_9ab7fc82__temp1.00__seed7,arc_test_00029_9ab7fc82,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00029_9ab7fc82__temp1.00__seed7,arc_test_00029_9ab7fc82,first_answer,1,0.0,2,-0.05,-0.05,1,0,0,1
qwen2p5_0p5b__arc_test_00029_9ab7fc82__temp1.00__seed7,arc_test_00029_9ab7fc82,verifier_first_correct,8,-0.35,2,-0.05,0.3,0,1,6,1
qwen2p5_0p5b__arc_test_00029_9ab7fc82__temp1.00__seed7,arc_test_00029_9ab7fc82,answer_stability,3,-0.1,2,-0.05,0.05,0,1,1,1
qwen2p5_0p5b__arc_test_00029_9ab7fc82__temp1.00__seed7,arc_test_00029_9ab7fc82,entropy_plateau,4,-0.15,2,-0.05,0.09999999999999999,0,1,2,1
qwen2p5_0p5b__arc_test_00029_9ab7fc82__temp1.00__seed7,arc_test_00029_9ab7fc82,hazard_drift,3,-0.1,2,-0.05,0.05,0,1,1,1
qwen2p5_0p5b__arc_test_00029_9ab7fc82__temp1.00__seed7,arc_test_00029_9ab7fc82,empirical_bernstein,7,-0.3,2,-0.05,0.25,0,1,5,1
qwen2p5_0p5b__arc_test_00029_9ab7fc82__temp1.00__seed7,arc_test_00029_9ab7fc82,e_process,2,-0.05,2,-0.05,0.0,0,0,0,1
qwen2p5_0p5b__arc_test_00029_9ab7fc82__temp1.00__seed7,arc_test_00029_9ab7fc82,never_stop,8,-0.35,2,-0.05,0.3,0,1,6,1
qwen2p5_0p5b__arc_test_00031_16af4104__temp0.60__seed7,arc_test_00031_16af4104,oracle,2,0.95,2,0.95,0.0,0,0,0,1
