model,feature,coefficient
correctness_probe,step,-0.30361374551028053
correctness_probe,entropy_mean,-0.33713435340599723
correctness_probe,entropy_std,0.2633519310678486
correctness_probe,confidence,1.7893567266727815
correctness_probe,answer_changed,-0.14076483158611372
correctness_probe,thought_token_count,0.475835935548674
correctness_probe,hidden_l2_shift,-0.31813822734402725
correctness_probe,hidden_cosine_shift,0.310728023030877
correctness_probe,lexical_echo,-0.18158123907013185
correctness_probe,verbose_confidence_proxy,-1.1827187981885443
repair_hazard,step,-1.065087625992358
repair_hazard,entropy_mean,-0.7615318644640923
repair_hazard,entropy_std,0.08213330925246581
repair_hazard,confidence,-1.9066395972597934
repair_hazard,answer_changed,0.34458589932920897
repair_hazard,thought_token_count,-1.3393537943123406
repair_hazard,hidden_l2_shift,-0.7481215961463503
repair_hazard,hidden_cosine_shift,0.25756197795222946
repair_hazard,lexical_echo,-0.36167060509859356
repair_hazard,verbose_confidence_proxy,1.2974992367247713
corruption_hazard,step,-0.791903869007578
corruption_hazard,entropy_mean,-5.35110193872633
corruption_hazard,entropy_std,2.950585454200763
corruption_hazard,confidence,4.455088033762964
corruption_hazard,answer_changed,0.5374732214933222
corruption_hazard,thought_token_count,3.975222774585859
corruption_hazard,hidden_l2_shift,-3.0767459993686153
corruption_hazard,hidden_cosine_shift,2.943810540869869
corruption_hazard,lexical_echo,0.6624074693747667
corruption_hazard,verbose_confidence_proxy,-7.165267304216672
