detector,mean_stop_step,mean_stop_utility,mean_oracle_utility,mean_oracle_gap,false_early_rate,false_late_rate,mean_false_late_severity,aggregation_level,group_name,run_name,run_label,family,parameter_count,rank
first_answer,1.0,0.044,0.1469666666666666,0.1029666666666666,1.0,0.0,0.0,run,qwen2p5_3b__math,qwen2p5_3b__math,Qwen 3B,Qwen2.5 instruct,3B,2
e_process,3.2,0.0006666666666666,0.1469666666666666,0.1462999999999999,0.096,0.856,1.0266666666666666,run,qwen2p5_3b__math,qwen2p5_3b__math,Qwen 3B,Qwen2.5 instruct,3B,3
entropy_plateau,5.483333333333333,-0.0848333333333333,0.1469666666666666,0.2318,0.054,0.8966666666666666,3.1973333333333334,run,qwen2p5_3b__math,qwen2p5_3b__math,Qwen 3B,Qwen2.5 instruct,3B,4
hazard_drift,5.642666666666667,-0.0994666666666666,0.1469666666666666,0.2464333333333333,0.072,0.6973333333333334,3.3606666666666665,run,qwen2p5_3b__math,qwen2p5_3b__math,Qwen 3B,Qwen2.5 instruct,3B,5
answer_stability,8.018666666666666,-0.1869333333333333,0.1469666666666666,0.3339,0.022,0.9173333333333332,5.602666666666667,run,qwen2p5_3b__math,qwen2p5_3b__math,Qwen 3B,Qwen2.5 instruct,3B,6
verifier_first_correct,11.638666666666667,-0.2992666666666667,0.1469666666666666,0.4462333333333333,0.044,0.7673333333333333,9.208,run,qwen2p5_3b__math,qwen2p5_3b__math,Qwen 3B,Qwen2.5 instruct,3B,7
empirical_bernstein,13.0,-0.4373333333333334,0.1469666666666666,0.5843,0.0026666666666666,0.9946666666666668,10.515333333333333,run,qwen2p5_3b__math,qwen2p5_3b__math,Qwen 3B,Qwen2.5 instruct,3B,8
never_stop,14.0,-0.478,0.1469666666666666,0.6249666666666667,0.0,0.9973333333333332,11.512666666666666,run,qwen2p5_3b__math,qwen2p5_3b__math,Qwen 3B,Qwen2.5 instruct,3B,9
oracle,3.08,0.3226666666666666,0.3226666666666666,0.0,0.0,0.0,0.0,run,qwen2p5_7b__math,qwen2p5_7b__math,Qwen 7B,Qwen2.5 instruct,7B,1
hazard_drift,5.92,0.1406666666666666,0.3226666666666666,0.182,0.0266666666666666,0.6666666666666666,2.8666666666666667,run,qwen2p5_7b__math,qwen2p5_7b__math,Qwen 7B,Qwen2.5 instruct,7B,2
answer_stability,7.266666666666667,0.0866666666666666,0.3226666666666666,0.236,0.0,1.0,4.1866666666666665,run,qwen2p5_7b__math,qwen2p5_7b__math,Qwen 7B,Qwen2.5 instruct,7B,3
entropy_plateau,5.68,0.0459999999999999,0.3226666666666666,0.2766666666666666,0.12,0.8666666666666667,3.013333333333333,run,qwen2p5_7b__math,qwen2p5_7b__math,Qwen 7B,Qwen2.5 instruct,7B,4
first_answer,1.0,0.0,0.3226666666666666,0.3226666666666666,1.0,0.0,0.0,run,qwen2p5_7b__math,qwen2p5_7b__math,Qwen 7B,Qwen2.5 instruct,7B,5
verifier_first_correct,9.96,-0.0213333333333333,0.3226666666666666,0.344,0.0,0.5733333333333334,6.88,run,qwen2p5_7b__math,qwen2p5_7b__math,Qwen 7B,Qwen2.5 instruct,7B,6
e_process,13.0,-0.1866666666666667,0.3226666666666666,0.5093333333333334,0.0,0.9866666666666668,9.92,run,qwen2p5_7b__math,qwen2p5_7b__math,Qwen 7B,Qwen2.5 instruct,7B,7
empirical_bernstein,13.0,-0.1866666666666667,0.3226666666666666,0.5093333333333334,0.0,0.9866666666666668,9.92,run,qwen2p5_7b__math,qwen2p5_7b__math,Qwen 7B,Qwen2.5 instruct,7B,7
never_stop,14.0,-0.25,0.3226666666666666,0.5726666666666667,0.0,1.0,10.92,run,qwen2p5_7b__math,qwen2p5_7b__math,Qwen 7B,Qwen2.5 instruct,7B,8
