model,feature,coefficient
correctness_probe,step,-0.18457386810528026
correctness_probe,entropy_mean,-0.3990122268996437
correctness_probe,entropy_std,0.253999801951893
correctness_probe,confidence,0.7692703622778337
correctness_probe,answer_changed,-0.1860466677507821
correctness_probe,thought_token_count,-0.09003189747298697
correctness_probe,hidden_l2_shift,-0.3793945202573479
correctness_probe,hidden_cosine_shift,0.3636160816679985
correctness_probe,lexical_echo,0.034335988482207244
correctness_probe,verbose_confidence_proxy,0.1607574887066866
repair_hazard,step,-0.4965655058931131
repair_hazard,entropy_mean,-0.1894801795955819
repair_hazard,entropy_std,-0.06380219863740261
repair_hazard,confidence,-0.3908286907438396
repair_hazard,answer_changed,0.46001261724589815
repair_hazard,thought_token_count,0.4934946832196797
repair_hazard,hidden_l2_shift,-0.5418321385774415
repair_hazard,hidden_cosine_shift,0.4617253118439395
repair_hazard,lexical_echo,-0.11173975420263635
repair_hazard,verbose_confidence_proxy,-0.1768628515730566
corruption_hazard,step,0.2526823324655554
corruption_hazard,entropy_mean,1.407425778543608
corruption_hazard,entropy_std,-1.0257450869418692
corruption_hazard,confidence,-1.335052895862459
corruption_hazard,answer_changed,0.4563018554649087
corruption_hazard,thought_token_count,-0.35118098100896705
corruption_hazard,hidden_l2_shift,1.666940126006664
corruption_hazard,hidden_cosine_shift,-0.7741076924119218
corruption_hazard,lexical_echo,0.5586859271241645
corruption_hazard,verbose_confidence_proxy,0.599842556622574
