model,feature,coefficient
correctness_probe,step,0.09493068308839911
correctness_probe,entropy_mean,-0.30072543096785836
correctness_probe,entropy_std,-0.09898204021133832
correctness_probe,confidence,1.0927290605270827
correctness_probe,answer_changed,-0.2466623203500584
correctness_probe,thought_token_count,-0.1416542026186611
correctness_probe,hidden_l2_shift,0.26602240748161116
correctness_probe,hidden_cosine_shift,0.012378509509197342
correctness_probe,lexical_echo,-0.27983613939985885
correctness_probe,verbose_confidence_proxy,-0.4126640647090532
repair_hazard,step,-0.4312314972567051
repair_hazard,entropy_mean,0.21999588761466202
repair_hazard,entropy_std,-0.5785829269598282
repair_hazard,confidence,0.24538097718268692
repair_hazard,answer_changed,0.4578568257383906
repair_hazard,thought_token_count,0.05964180007724434
repair_hazard,hidden_l2_shift,-0.04460278980742455
repair_hazard,hidden_cosine_shift,0.1419840322169241
repair_hazard,lexical_echo,-0.8517745617976026
repair_hazard,verbose_confidence_proxy,-0.14366682599606365
corruption_hazard,step,-0.31293653214278405
corruption_hazard,entropy_mean,0.6360202878499983
corruption_hazard,entropy_std,-0.5298381330514611
corruption_hazard,confidence,-0.1612886477436705
corruption_hazard,answer_changed,0.5051489564790527
corruption_hazard,thought_token_count,-0.38410510837678014
corruption_hazard,hidden_l2_shift,0.1472990385964375
corruption_hazard,hidden_cosine_shift,0.08900377492234213
corruption_hazard,lexical_echo,-0.1441667262427054
corruption_hazard,verbose_confidence_proxy,0.02740648213177385
