model,feature,coefficient
correctness_probe,step,-0.006297061010326106
correctness_probe,entropy_mean,-0.02632062585375278
correctness_probe,entropy_std,-0.08496551682528551
correctness_probe,confidence,0.13975664451178996
correctness_probe,answer_changed,-0.13205855452005133
correctness_probe,thought_token_count,-0.06505292333528606
correctness_probe,hidden_l2_shift,0.10902625945180697
correctness_probe,hidden_cosine_shift,-0.06137065812025225
correctness_probe,lexical_echo,-0.006510942010685184
correctness_probe,verbose_confidence_proxy,-0.16184199746999203
repair_hazard,step,0.009711880390836607
repair_hazard,entropy_mean,0.08272981168558025
repair_hazard,entropy_std,-0.14540070729351348
repair_hazard,confidence,-0.01867222922873244
repair_hazard,answer_changed,0.3461984199073208
repair_hazard,thought_token_count,-0.025985902072585037
repair_hazard,hidden_l2_shift,-0.04088746882103931
repair_hazard,hidden_cosine_shift,-0.013438842647100501
repair_hazard,lexical_echo,-0.05062935537909205
repair_hazard,verbose_confidence_proxy,-0.025686425760296866
corruption_hazard,step,-0.04001935747815847
corruption_hazard,entropy_mean,-0.11354438008003026
corruption_hazard,entropy_std,0.10946045691382181
corruption_hazard,confidence,0.0832416749306959
corruption_hazard,answer_changed,0.519749817874749
corruption_hazard,thought_token_count,-0.028550338951222033
corruption_hazard,hidden_l2_shift,0.01777818740283324
corruption_hazard,hidden_cosine_shift,-0.07536438177091337
corruption_hazard,lexical_echo,-0.07105462111276059
corruption_hazard,verbose_confidence_proxy,-0.05275450479804925
